Name,Category,Rarity,SKU ID,Price
There's No Way You Could Defeat Me!!,Extra Booster: Memorial Collection,R,EB01-010,CA$0.31
Cavendish (Alternate Art),Extra Booster: Memorial Collection,SR,EB01-012,CA$78.54
Charlotte Flampe (JP),Royal Bloodlines,SP,EB01-056,CA$66.76
Kingdom Come,Extra Booster: Memorial Collection,R,EB01-059,CA$0.89
Edward Weevil,Extra Booster: Memorial Collection,R,EB01-023,CA$2.56
LittleOars Jr.,Extra Booster: Memorial Collection,R,EB01-008,CA$0.15
Mr.2.Bon.Kurei(Bentham) (JP),Memorial Collection,SEC,EB01-061,CA$38.83
Gum-Gum Champion Rifle,Extra Booster: Memorial Collection,R,EB01-028,CA$0.22
Viola,Extra Booster: Memorial Collection,SR,EB01-052,CA$17.47
Kid & Killer,Extra Booster: Memorial Collection,R,EB01-003,CA$7.81
Inazuma (Alternate Art),Extra Booster: Memorial Collection,SR,EB01-022,CA$11.19
Blueno (033),Extra Booster: Memorial Collection,R,EB01-033,CA$0.25
Hannyabal,Extra Booster: Memorial Collection,L,EB01-021,CA$0.18
Kyros,Extra Booster: Memorial Collection,L,EB01-040,CA$0.14
Mr.2.Bon.Kurei(Bentham) (Alternate Art) (JP),Memorial Collection,SEC,EB01-061,CA$75.14
Kid & Killer (Alternate Art),Extra Booster: Memorial Collection,R,EB01-003,CA$36.43
Kyros (Alternate Art),Extra Booster: Memorial Collection,L,EB01-040,CA$32.60
Kouzuki Hiyori (Alternate Art),Extra Booster: Memorial Collection,R,EB01-013,CA$28.65
Sanji,Extra Booster: Memorial Collection,R,EB01-014,CA$1.38
Tony Tony.Chopper (JP),Memorial Collection,SR,EB01-006,CA$10.89
Brook (JP),Memorial Collection,SR,EB01-046,CA$19.55
Scratchmen Apoo,Extra Booster: Memorial Collection,R,EB01-015,CA$3.49
Ms. Wednesday,Extra Booster: Memorial Collection,SR,EB01-034,CA$1.63
Shirahoshi (JP),A Fist of Divine Speed,SP,EB01-057,CA$89.11
Kouzuki Oden (Alternate Art) (JP),Memorial Collection,L,EB01-001,CA$16.48
Tony Tony.Chopper (Alternate Art) (JP),Memorial Collection,SR,EB01-006,CA$16.48
Yamato,Extra Booster: Memorial Collection,C,EB01-007,CA$0.22
Shirahoshi (JP),Memorial Collection,SR,EB01-057,CA$13.70
Kouzuki Hiyori,Extra Booster: Memorial Collection,R,EB01-013,CA$2.00
T-Bone,Extra Booster: Memorial Collection,R,EB01-049,CA$1.49
Cavendish (JP),Memorial Collection,SR,EB01-012,CA$22.07
Just Shut Up and Come with Us!!!!,Extra Booster: Memorial Collection,C,EB01-009,CA$0.24
Laboon (Alternate Art) (JP),Memorial Collection,SR,EB01-048,CA$37.43
Laboon (JP),Memorial Collection,SR,EB01-048,CA$10.89
Brook (Alternate Art) (JP),Memorial Collection,SR,EB01-046,CA$20.67
Laboon (047),Extra Booster: Memorial Collection,C,EB01-047,CA$0.10
Oh Come My Way,Extra Booster: Memorial Collection,C,EB01-038,CA$0.11
Shirahoshi (Alternate Art) (JP),Memorial Collection,SR,EB01-057,CA$27.66
Brook (045),Extra Booster: Memorial Collection,C,EB01-045,CA$0.08
Did Someone Say...Kami?,Extra Booster: Memorial Collection,C,EB01-060,CA$0.10
Doma,Extra Booster: Memorial Collection,C,EB01-005,CA$0.07
Anime 25th Collection Booster Box (JP),Anime 25th Collection,,,CA$83.44
Charlotte Flampe (Alternate Art) (JP),Memorial Collection,R,EB01-056,CA$23.47
...I Want to Live!!,Extra Booster: Memorial Collection,C,EB01-050,CA$0.14
Koza,Extra Booster: Memorial Collection,C,EB01-004,CA$0.07
Tony Tony.Chopper (Treasure Cup 2024),One Piece Promotion Cards,SR,EB01-006,CA$336.64
Ms. Monday,Extra Booster: Memorial Collection,C,EB01-035,CA$0.07
Sorry. I'm a Goner.,Extra Booster: Memorial Collection,C,EB01-029,CA$0.08
Blueno (017),Extra Booster: Memorial Collection,C,EB01-017,CA$0.08
Mini-Merry,Extra Booster: Memorial Collection,C,EB01-011,CA$0.10
Minochihuahua,Extra Booster: Memorial Collection,C,EB01-036,CA$0.08
Spandine,Extra Booster: Memorial Collection,R,EB01-043,CA$0.61
Prince Bellett,Extra Booster: Memorial Collection,C,EB01-026,CA$0.06
Kid & Killer (Alternate Art) (JP),Memorial Collection,R,EB01-003,CA$16.48
Yamato (JP),Memorial Collection,C,EB01-007,CA$3.21
Mr. 9,Extra Booster: Memorial Collection,C,EB01-037,CA$0.08
Mont Blanc Cricket,Extra Booster: Memorial Collection,C,EB01-058,CA$0.07
Mountain God,Extra Booster: Memorial Collection,C,EB01-018,CA$0.10
Fourtricks,Extra Booster: Memorial Collection,C,EB01-025,CA$0.07
Bingoh,Extra Booster: Memorial Collection,C,EB01-016,CA$0.07
Crocus,Extra Booster: Memorial Collection,C,EB01-041,CA$0.07
Loguetown,Extra Booster: Memorial Collection,C,EB01-030,CA$0.10
Charlotte Compote,Extra Booster: Memorial Collection,C,EB01-055,CA$0.14
Doma (JP),Memorial Collection,C,EB01-005,CA$3.09
Funkfreed,Extra Booster: Memorial Collection,C,EB01-044,CA$0.07
Army Wolves,Extra Booster: Memorial Collection,C,EB01-032,CA$0.08
Hamlet,Extra Booster: Memorial Collection,C,EB01-024,CA$0.13
Gastino,Extra Booster: Memorial Collection,C,EB01-053,CA$0.08
Ms. Wednesday (JP),Memorial Collection,SR,EB01-034,CA$5.87
Kid & Killer (JP),Memorial Collection,R,EB01-003,CA$5.87
Kouzuki Oden (JP),Memorial Collection,L,EB01-001,CA$3.49
Tony Tony.Chopper (Manga) (JP),PRB01 - One Piece Card the Best,SR,EB01-006,CA$582.44
Sanji (Winner Pack 2025 Vol. 1),One Piece Promotion Cards,R,EB01-014,CA$6.87
Viola (JP),Memorial Collection,SR,EB01-052,CA$6.70
Laboon (JP),Memorial Collection,C,EB01-047,CA$3.09
Just Shut Up and Come with Us!!!! (JP),Memorial Collection,C,EB01-009,CA$3.91
Koza (JP),Memorial Collection,C,EB01-004,CA$3.09
Brook (JP),Memorial Collection,C,EB01-045,CA$3.09
Memorial Collection - Booster Display Case,Extra Booster: Memorial Collection,,,"CA$3,508.09"
Fourtricks (JP),Memorial Collection,C,EB01-025,CA$3.09
Sorry. I'm a Goner. (JP),Memorial Collection,C,EB01-029,CA$3.49
Mini-Merry (JP),Memorial Collection,C,EB01-011,CA$3.09
Charlotte Compote (JP),Memorial Collection,C,EB01-055,CA$3.09
Viola (Alternate Art) (JP),Memorial Collection,SR,EB01-052,CA$23.74
Sanji (JP),Memorial Collection,R,EB01-014,CA$4.47
...I Want to Live!! (JP),Memorial Collection,C,EB01-050,CA$3.09
Mountain God (JP),Memorial Collection,C,EB01-018,CA$3.21
Charlotte Flampe (JP),Memorial Collection,R,EB01-056,CA$5.31
Kouzuki Hiyori (JP),Memorial Collection,R,EB01-013,CA$4.19
Did Someone Say...Kami? (JP),Memorial Collection,C,EB01-060,CA$3.09
Crocus (JP),Memorial Collection,C,EB01-041,CA$3.09
Oh Come My Way (JP),Memorial Collection,C,EB01-038,CA$3.09
Chambres (JP),Memorial Collection,C,EB01-020,CA$3.21
Bingoh (JP),Memorial Collection,C,EB01-016,CA$3.21
Army Wolves (JP),Memorial Collection,C,EB01-032,CA$3.09
Ms. Wednesday (Alternate Art) (JP),Memorial Collection,SR,EB01-034,CA$10.89
Loguetown (JP),Memorial Collection,C,EB01-030,CA$3.09
Inazuma (JP),Memorial Collection,SR,EB01-022,CA$4.47
Gastino (JP),Memorial Collection,C,EB01-053,CA$3.09
Ms. Monday (JP),Memorial Collection,C,EB01-035,CA$3.09
Blueno (JP),Memorial Collection,C,EB01-017,CA$3.09
Kouzuki Hiyori (Alternate Art) (JP),Memorial Collection,R,EB01-013,CA$13.70
Hamlet (JP),Memorial Collection,C,EB01-024,CA$3.09
Minochihuahua (JP),Memorial Collection,C,EB01-036,CA$3.21
Scarlet (JP),Memorial Collection,R,EB01-042,CA$4.19
Kyros (Alternate Art) (JP),Memorial Collection,L,EB01-040,CA$13.70
Kalifa (JP),Memorial Collection,R,EB01-031,CA$3.21
Prince Bellett (JP),Memorial Collection,C,EB01-026,CA$3.21
Kingdom Come (JP),Memorial Collection,R,EB01-059,CA$7.26
Sanji (Tournament Pack 2025 Vol. 1),One Piece Promotion Cards,R,EB01-014,CA$0.60
Mr. 9 (JP),Memorial Collection,C,EB01-037,CA$3.09
Mont Blanc Cricket (JP),Memorial Collection,C,EB01-058,CA$3.09
Funkfreed (JP),Memorial Collection,C,EB01-044,CA$3.09
Kouzuki Oden (JP),Anime 25th Collection,L,EB01-001,CA$58.38
Izo (JP),Memorial Collection,R,EB01-002,CA$4.19
Edward Weevil (JP),Memorial Collection,R,EB01-023,CA$4.47
Kyros (JP),Memorial Collection,L,EB01-040,CA$3.09
Cavendish (Alternate Art) (JP),Memorial Collection,SR,EB01-012,CA$20.67
Finger Pistol (JP),Memorial Collection,R,EB01-051,CA$6.70
There's No Way You Could Defeat Me!! (JP),Memorial Collection,R,EB01-010,CA$3.21
Hannyabal (Alternate Art) (JP),Memorial Collection,L,EB01-021,CA$16.48
Conquerer of Three Worlds Ragnaraku (JP),Memorial Collection,R,EB01-039,CA$4.47
Kalifa (Alternate Art) (JP),Memorial Collection,R,EB01-031,CA$13.70
Spandine (JP),Memorial Collection,R,EB01-043,CA$3.91
Hannyabal (JP),Memorial Collection,L,EB01-021,CA$3.09
T-Bone (JP),Memorial Collection,R,EB01-049,CA$5.03
Scratchmen Apoo (JP),Memorial Collection,R,EB01-015,CA$5.03
Off-White (JP),Memorial Collection,R,EB01-019,CA$3.91
Gum-Gum Champion Rifle (JP),Memorial Collection,R,EB01-028,CA$3.21
Inazuma (Alternate Art) (JP),Memorial Collection,SR,EB01-022,CA$8.10
LittleOars Jr. (JP),Memorial Collection,R,EB01-008,CA$4.19
Cavendish (Treasure Cup 2024),One Piece Promotion Cards,SR,EB01-012,"CA$1,395.34"
Blueno (JP),Memorial Collection,R,EB01-033,CA$3.21
Gan Fall (JP),Memorial Collection,R,EB01-054,CA$3.21
Mr. 1 (Daz.Bonez) (JP),Memorial Collection,R,EB01-027,CA$3.91
T-Bone (Alternate Art) (JP),Memorial Collection,R,EB01-049,CA$13.70
Hannyabal (JP),Anime 25th Collection,L,EB01-021,CA$30.45
Mr. 1 (Daz.Bonez) (Alternate Art) (JP),Memorial Collection,R,EB01-027,CA$12.31
Kyros (JP),Anime 25th Collection,L,EB01-040,CA$30.45
Edward Weevil (Judge Pack Vol. 4),One Piece Promotion Cards,R,EB01-023,CA$3.58
Spandine (Offline Regional Participation Pack 2025 Vol.1),One Piece Promotion Cards,R,EB01-043,CA$34.18
Machining Hornet,V-EB01: The Destructive Roar,RR,V-EB01/017EN,CA$4.65
"Ravenous Dragon, Gigarex",V-EB01: The Destructive Roar,VR,V-EB01/001EN,CA$1.08
Machining Spark Hercules,V-EB01: The Destructive Roar,VR,V-EB01/003EN,CA$1.87
Paralyze Madonna,V-EB01: The Destructive Roar,RR,V-EB01/018EN,CA$2.03
Golden Beast Tamer,EB - Comic Style Vol. 1,RR,EB01/004EN,CA$1.38
"Sage of Guidance, Zenon",EB - Comic Style Vol. 1,R,EB01/014EN,CA$0.01
Jumping Jill,EB - Comic Style Vol. 1,C,EB01/021EN,CA$0.35
Juggernaut Maximum,V-EB01: The Destructive Roar,RRR,V-EB01/006EN,CA$1.40
"Ravenous Dragon, Gigarex (SVR)",V-EB01: The Destructive Roar,SVR,V-EB01/SV01EN,CA$6.30
Imperial Daughter,EB - Comic Style Vol. 1,RR,EB01/006EN,CA$0.35
"Twin Swordsman, MUSASHI",EB - Comic Style Vol. 1,R,EB01/010EN,CA$0.35
"Sage of Guidance, Zenon",EB - Comic Style Vol. 1,SP,EB01/S01EN,CA$27.92
"Dimensional Robo, Daijet",G-EB01: Cosmic Roar,R,G-EB01/013EN,CA$0.27
Cat Butler,EB - Comic Style Vol. 1,C,EB01/019EN,CA$0.87
Perfect Raizer,EB - Comic Style Vol. 1,RRR,EB01/001EN,CA$2.29
"Evolution Monster, Davain",G-EB01: Cosmic Roar,C,G-EB01/026EN,CA$1.02
Hoop Magician,EB - Comic Style Vol. 1,C,EB01/024EN,CA$0.35
Nitro Juggler,EB - Comic Style Vol. 1,C,EB01/022EN,CA$0.24
"Cosmic Hero, Grandguard",G-EB01: Cosmic Roar,RR,G-EB01/007EN,CA$1.09
Starting Presenter,EB - Comic Style Vol. 1,C,EB01/023EN,CA$0.35
"Cheer Girl, Tiara",V-EB01: The Destructive Roar,C,V-EB01/055EN,CA$0.45
Savage King,EB - Comic Style Vol. 1,R,EB01/015EN,CA$0.35
Hi-powered Raizer Custom,EB - Comic Style Vol. 1,RR,EB01/003EN,CA$1.40
General Seifried,V-EB01: The Destructive Roar,VR,V-EB01/002EN,CA$1.13
"New Era Beast, Zeal",G-EB01: Cosmic Roar,R,G-EB01/010EN,CA$1.75
"Prowling Dragon, Striken",EB - Comic Style Vol. 1,C,EB01/034EN,CA$1.86
"Ionization Monster, Plazm",G-EB01: Cosmic Roar,C,G-EB01/020EN,CA$0.31
"Dueling Dragon, ZANBAKU",EB - Comic Style Vol. 1,RRR,EB01/002EN,CA$0.94
"Dimensional Robo, Dailion",G-EB01: Cosmic Roar,C,G-EB01/025EN,CA$0.35
"99th Dimensional Robo Commander, Great Daiearth",G-EB01: Cosmic Roar,RRR,G-EB01/001EN,CA$2.54
"Super Cosmic Hero, X-falcon",G-EB01: Cosmic Roar,RR,G-EB01/005EN,CA$1.22
"Assault Dragon, Blightops",V-EB01: The Destructive Roar,RR,V-EB01/010EN,CA$0.81
"Cheer Girl, Franny",V-EB01: The Destructive Roar,C,V-EB01/051EN,CA$0.11
"Metalborg, Locobattler",G-EB01: Cosmic Roar,C,G-EB01/030EN,CA$0.14
"Strong Toxin Mutant, Hell Demise",V-EB01: The Destructive Roar,C,V-EB01/056EN,CA$0.52
"Dimensional Robo, Daiwolf",G-EB01: Cosmic Roar,C,G-EB01/031EN,CA$0.50
Black Cannon Tiger,V-EB01: The Destructive Roar,C,V-EB01/040EN,CA$0.59
"Super Cosmic Hero, X-tiger",G-EB01: Cosmic Roar,RRR,G-EB01/002EN,CA$1.59
Guard Griffin,EB - Comic Style Vol. 1,R,EB01/013EN,CA$0.35
Machining Stag Beetle,EB - Comic Style Vol. 1,RR,EB01/005EN,CA$0.56
Promise Daughter,EB - Comic Style Vol. 1,R,EB01/011EN,CA$0.70
Rocket Hammer Man,EB - Comic Style Vol. 1,R,EB01/009EN,CA$0.36
"Dark Superhuman, Omega",G-EB01: Cosmic Roar,RR,G-EB01/004EN,CA$1.26
Battleraizer,EB - Comic Style Vol. 1,C,EB01/020EN,CA$0.35
Juggernaut Maximum (OR),V-EB01: The Destructive Roar,OR,V-EB01/OR02EN,CA$10.92
"Treasured, Black Panther",V-EB01: The Destructive Roar,R,V-EB01/024EN,CA$0.28
"Herbivorous Dragon, Brutosaurus",V-EB01: The Destructive Roar,C,V-EB01/042EN,CA$1.58
"Vicious Claw Dragon, Laceraterex",V-EB01: The Destructive Roar,R,V-EB01/022EN,CA$0.14
"Cosmic Hero, Grandpolice",G-EB01: Cosmic Roar,C,G-EB01/022EN,CA$0.34
Machining Mantis,EB - Comic Style Vol. 1,C,EB01/029EN,CA$0.28
"Metalborg, Grasscutter",G-EB01: Cosmic Roar,R,G-EB01/016EN,CA$0.73
Cheerful Lynx,V-EB01: The Destructive Roar,C,V-EB01/054EN,CA$0.17
Machining Hornet,EB - Comic Style Vol. 1,C,EB01/030EN,CA$0.31
Archbird,V-EB01: The Destructive Roar,RR,V-EB01/012EN,CA$1.82
Miss Splendor,EB - Comic Style Vol. 1,R,EB01/008EN,CA$0.35
Sharp Nail Scorpio,V-EB01: The Destructive Roar,C,V-EB01/064EN,CA$0.38
Lozenge Magus,EB - Comic Style Vol. 1,C,EB01/033EN,CA$0.35
"Operator Girl, Reika",G-EB01: Cosmic Roar,C,G-EB01/035EN,CA$1.51
"Metalborg, Magmafork",G-EB01: Cosmic Roar,C,G-EB01/021EN,CA$0.24
"99th Dimensional Robo Commander, Great Daiearth SP",G-EB01: Cosmic Roar,SP,G-EB01/S01EN,CA$16.36
Bellicosity Dragon,EB - Comic Style Vol. 1,R,EB01/012EN,CA$0.50
Silence Joker,V-EB01: The Destructive Roar,C,V-EB01/052EN,CA$0.24
"Dimensional Robo, Daishoot",G-EB01: Cosmic Roar,C,G-EB01/029EN,CA$0.28
"Larva Mutant, Larvadraf",V-EB01: The Destructive Roar,C,V-EB01/065EN,CA$0.18
"Cosmic Hero, Grandfire",G-EB01: Cosmic Roar,RR,G-EB01/006EN,CA$0.56
"Cosmic Hero, Grandseed",G-EB01: Cosmic Roar,C,G-EB01/028EN,CA$0.63
"Cheer Girl, Marilyn",V-EB01: The Destructive Roar,RR,V-EB01/015EN,CA$0.87
"Metalborg, Hammerhel",G-EB01: Cosmic Roar,C,G-EB01/027EN,CA$0.14
"Weather Forecaster, Miss Mist",EB - Comic Style Vol. 1,RR,EB01/007EN,CA$0.34
Shelter Beetle,V-EB01: The Destructive Roar,C,V-EB01/063EN,CA$0.10
Bombing Tail-back,V-EB01: The Destructive Roar,C,V-EB01/046EN,CA$0.03
"Tyrant, Deathrex",V-EB01: The Destructive Roar,RRR,V-EB01/004EN,CA$0.61
Unite Attacker,V-EB01: The Destructive Roar,RR,V-EB01/013EN,CA$0.11
"Medical Battler, Ranpli",V-EB01: The Destructive Roar,C,V-EB01/066EN,CA$0.01
"Front-line Command, Sigiswald",V-EB01: The Destructive Roar,C,V-EB01/045EN,CA$0.07
Lark Pigeon,EB - Comic Style Vol. 1,C,EB01/025EN,CA$0.29
Right Arrester,EB - Comic Style Vol. 1,C,EB01/028EN,CA$0.35
"Winged Dragon, Skyptero",V-EB01: The Destructive Roar,R,V-EB01/021EN,CA$0.11
The Destructive Roar Extra Booster Box,V-EB01: The Destructive Roar,,,CA$36.43
Funky Bazooka,V-EB01: The Destructive Roar,C,V-EB01/049EN,CA$0.06
"Great Cosmic Hero, Grandbazooka",G-EB01: Cosmic Roar,C,G-EB01/017EN,CA$0.20
Machining Stag Beetle,V-EB01: The Destructive Roar,RRR,V-EB01/008EN,CA$0.63
"Small Captain, Butterfly Officer",V-EB01: The Destructive Roar,C,V-EB01/060EN,CA$0.20
Mecha Trainer,V-EB01: The Destructive Roar,C,V-EB01/050EN,CA$0.13
Shelter Beetle,EB - Comic Style Vol. 1,C,EB01/032EN,CA$0.36
Left Arrester,EB - Comic Style Vol. 1,C,EB01/027EN,CA$0.14
Savage Raider,V-EB01: The Destructive Roar,C,V-EB01/035EN,CA$0.01
"Cosmic Hero, Grandchopper",G-EB01: Cosmic Roar,C,G-EB01/024EN,CA$0.14
Diabolic Middle Guard,V-EB01: The Destructive Roar,C,V-EB01/047EN,CA$0.11
"Ravenous Dragon, Megarex",V-EB01: The Destructive Roar,RRR,V-EB01/005EN,CA$2.43
Karma Queen,V-EB01: The Destructive Roar,C,V-EB01/059EN,CA$0.06
"Cosmic Hero, Grandbeat",G-EB01: Cosmic Roar,RR,G-EB01/008EN,CA$8.20
Sonic Breaker,V-EB01: The Destructive Roar,C,V-EB01/053EN,CA$0.21
Phantom Black,V-EB01: The Destructive Roar,R,V-EB01/032EN,CA$0.38
"Cheer Girl, Jamie",V-EB01: The Destructive Roar,R,V-EB01/028EN,CA$0.21
"Cosmic Hero, Grandkungfu",G-EB01: Cosmic Roar,C,G-EB01/019EN,CA$0.20
Dragon Egg,V-EB01: The Destructive Roar,C,V-EB01/038EN,CA$0.14
Boomerang Thrower,EB - Comic Style Vol. 1,C,EB01/016EN,CA$0.07
"Masked Police, Guunjoe",G-EB01: Cosmic Roar,C,G-EB01/032EN,CA$0.21
White Tight End,V-EB01: The Destructive Roar,C,V-EB01/048EN,CA$0.18
Bloody Hercules,V-EB01: The Destructive Roar,R,V-EB01/030EN,CA$0.59
"Heavy Artillery Dragon, Sharangastego",V-EB01: The Destructive Roar,C,V-EB01/034EN,CA$0.06
Enigman Tornado,G-EB01: Cosmic Roar,R,G-EB01/009EN,CA$0.46
Savage Aggressor,V-EB01: The Destructive Roar,C,V-EB01/039EN,CA$0.21
Wall Boy,EB - Comic Style Vol. 1,C,EB01/018EN,CA$0.35
Machining Mantis,V-EB01: The Destructive Roar,RRR,V-EB01/009EN,CA$2.74
Wonder Boy,V-EB01: The Destructive Roar,R,V-EB01/027EN,CA$0.25
"Commander, Garry Gannon",V-EB01: The Destructive Roar,R,V-EB01/026EN,CA$0.46
Attempt Mammoth,V-EB01: The Destructive Roar,R,V-EB01/020EN,CA$0.04
"Cosmic Hero, Grandwagon",G-EB01: Cosmic Roar,R,G-EB01/015EN,CA$0.14
Enigman Sunset,G-EB01: Cosmic Roar,C,G-EB01/034EN,CA$0.82
"Swift Archer, FUSHIMI",EB - Comic Style Vol. 1,C,EB01/026EN,CA$0.35
"Pack Dragon, Tinyrex",V-EB01: The Destructive Roar,C,V-EB01/043EN,CA$0.39
Machining Worker Ant,EB - Comic Style Vol. 1,C,EB01/031EN,CA$0.35
Savage Shaman,V-EB01: The Destructive Roar,C,V-EB01/044EN,CA$0.11
"Cosmic Hero, Grandrope",G-EB01: Cosmic Roar,R,G-EB01/014EN,CA$0.13
"Cannon Fire Dragon, Sledge Ankylo",V-EB01: The Destructive Roar,C,V-EB01/041EN,CA$0.01
Spike Bouncer,V-EB01: The Destructive Roar,RRR,V-EB01/007EN,CA$0.84
Machining Worker Ant,V-EB01: The Destructive Roar,C,V-EB01/062EN,CA$0.17
"Cosmic Hero, Grandrescue",G-EB01: Cosmic Roar,C,G-EB01/033EN,CA$0.35
Spandine (Offline Regional Finalist Card Set 2025 Vol.1),One Piece Promotion Cards,R,EB01-043,CA$97.76
Raizer Custom,EB - Comic Style Vol. 1,C,EB01/017EN,CA$0.35
Enigman Night Sky,G-EB01: Cosmic Roar,C,G-EB01/018EN,CA$0.38
General Seifried (SVR),V-EB01: The Destructive Roar,SVR,V-EB01/SV02EN,CA$8.90
"Highspeed, Brakki",V-EB01: The Destructive Roar,R,V-EB01/025EN,CA$0.41
Machining Spark Hercules (SVR),V-EB01: The Destructive Roar,SVR,V-EB01/SV03EN,CA$4.19
"Super Cosmic Hero, X-falcon (SP)",G-EB01: Cosmic Roar,SP,G-EB01/S04EN,CA$24.75
Death Warden Ant Lion,V-EB01: The Destructive Roar,RR,V-EB01/016EN,CA$1.91
Spike Bouncer,EB - Comic Style Vol. 1,C,EB01/035EN,CA$0.18
"Great Cosmic Hero, Grandgallop",G-EB01: Cosmic Roar,RRR,G-EB01/003EN,CA$2.19
Assistopteryx,V-EB01: The Destructive Roar,C,V-EB01/037EN,CA$0.18
Savage King,V-EB01: The Destructive Roar,R,V-EB01/019EN,CA$0.07
Cosmic Roar Extra Booster Pack,G-EB01: Cosmic Roar,,,CA$4.86
Gyro Slinger,V-EB01: The Destructive Roar,RR,V-EB01/014EN,CA$0.52
Water Gang,V-EB01: The Destructive Roar,R,V-EB01/029EN,CA$0.20
"Stronghold Dragon, Robustops",V-EB01: The Destructive Roar,R,V-EB01/023EN,CA$0.01
Machining Stag Beetle (OR),V-EB01: The Destructive Roar,OR,V-EB01/OR03EN,CA$13.62
"Sharp Blade Dragon, Refilstego",V-EB01: The Destructive Roar,C,V-EB01/036EN,CA$0.01
Jocular Cicada,V-EB01: The Destructive Roar,C,V-EB01/061EN,CA$0.07
Cosmic Roar Extra Booster Box,G-EB01: Cosmic Roar,,,CA$46.08
"Delusional Mutant, Dazzle Moth",V-EB01: The Destructive Roar,R,V-EB01/033EN,CA$0.18
"Metalborg, Barrengrader",G-EB01: Cosmic Roar,R,G-EB01/011EN,CA$0.36
"Tyrant, Deathrex (OR)",V-EB01: The Destructive Roar,OR,V-EB01/OR01EN,CA$3.23
Enigman Cloud,G-EB01: Cosmic Roar,C,G-EB01/023EN,CA$0.46
Spiteful Hopper,V-EB01: The Destructive Roar,R,V-EB01/031EN,CA$0.29
Nasty Smog,V-EB01: The Destructive Roar,C,V-EB01/057EN,CA$0.18
Burner Ant,V-EB01: The Destructive Roar,C,V-EB01/058EN,CA$0.01
Sonic Noa,V-EB01: The Destructive Roar,RR,V-EB01/011EN,CA$0.68
"Cosmic Hero, Grandsub",G-EB01: Cosmic Roar,R,G-EB01/012EN,CA$0.27
T-Bone (Judge Pack Vol. 5),One Piece Promotion Cards,R,EB01-049,CA$13.26
"Great Cosmic Hero, Grandgallop (SP)",G-EB01: Cosmic Roar,SP,G-EB01/S03EN,CA$69.82
