Name,Category,Rarity,SKU ID,Price
Zeff (Alternate Art),Pillars of Strength,R,OP03-047,CA$7.19
Sanji's Pilaf (Textured Foil),Premium Booster,UC,OP03-056,CA$10.62
Paulie (Alternate Art),Pillars of Strength,SR,OP03-066,CA$7.08
Kumadori,Pillars of Strength,C,OP03-082,CA$0.13
Boodle,Pillars of Strength,UC,OP03-050,CA$0.25
Charlotte Katakuri (Alternate Art) (JP),Pillars of Strength,SEC,OP03-123,CA$48.61
Kalifa (Reprint),Premium Booster,UC,OP03-060,CA$0.14
Shirahoshi (OP03-116) (Jolly Roger Foil),Premium Booster,UC,OP03-116,CA$0.31
Gum-Gum Jet Gatling,Pillars of Strength,R,OP03-072,CA$8.76
Buzz Cut Mochi,Pillars of Strength,R,OP03-119,CA$0.28
Adio,Pillars of Strength,UC,OP03-002,CA$0.11
Brannew (Jolly Roger Foil),Premium Booster,R,OP03-089,CA$0.32
Vergo (Reprint),Premium Booster,UC,OP03-079,CA$0.10
Kaya (Winner Pack Vol. 6),One Piece Promotion Cards,R,OP03-044,CA$35.44
Brannew (Reprint),Premium Booster,R,OP03-089,CA$0.27
Cross Fire,Pillars of Strength,UC,OP03-017,CA$0.15
Charlotte Smoothie (JP),Pillars of Strength,R,OP03-110,CA$3.91
Kalifa (Full Art),Premium Booster,UC,OP03-060,CA$3.34
Kokoro,Pillars of Strength,R,OP03-062,CA$0.15
Jango,Pillars of Strength,R,OP03-028,CA$0.18
Portgas.D.Ace,Pillars of Strength,L,OP03-001,CA$0.25
Deathly Poison Gas Bomb MH5,Pillars of Strength,R,OP03-038,CA$0.13
Sanji's Pilaf,Pillars of Strength,UC,OP03-056,CA$0.46
Izo (OP03-003) (Jolly Roger Foil),Premium Booster,R,OP03-003,CA$0.25
Hatchan,Pillars of Strength,UC,OP03-033,CA$0.18
Charlotte Pudding (SP) (JP),Two Legends,R,OP03-112,CA$135.48
Gin (Alternate Art),Pillars of Strength,R,OP03-024,CA$7.21
Monkey.D.Garp,Pillars of Strength,UC,OP03-014,CA$0.15
Fukurou,Pillars of Strength,UC,OP03-088,CA$0.08
Lim,Pillars of Strength,UC,OP03-015,CA$0.20
Thatch,Pillars of Strength,UC,OP03-005,CA$0.07
Ikoku Sovereignty,Pillars of Strength,UC,OP03-118,CA$0.14
Air Door (Jolly Roger Foil),Premium Booster,UC,OP03-094,CA$0.14
Shirahoshi (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),One Piece Promotion Cards,UC,OP03-116,CA$5.34
Kaku (059),Pillars of Strength,UC,OP03-059,CA$0.11
Kuroobi,Pillars of Strength,UC,OP03-026,CA$0.14
Charlotte Oven,Pillars of Strength,UC,OP03-105,CA$0.11
Chew,Pillars of Strength,UC,OP03-029,CA$0.14
Shirley,Pillars of Strength,UC,OP03-104,CA$0.17
Blamenco,Pillars of Strength,UC,OP03-011,CA$0.11
Izo (JP),Pillars of Strength,R,OP03-003,CA$4.47
Charlotte Cracker (JP),PRB01 - One Piece Card the Best,SR,OP03-108,CA$3.91
Kalifa (Dash Pack),Kingdoms of Intrigue,R,OP03-081,CA$5.04
Thunder Bolt,Pillars of Strength,C,OP03-121,CA$0.11
Buchi,Pillars of Strength,UC,OP03-034,CA$0.08
Tempest Kick Sky Slicer,Pillars of Strength,UC,OP03-096,CA$0.49
Patty,Pillars of Strength,UC,OP03-049,CA$0.08
Peepley Lulu,Pillars of Strength,UC,OP03-067,CA$0.11
Carne,Pillars of Strength,UC,OP03-045,CA$0.08
Wanze,Pillars of Strength,UC,OP03-093,CA$0.08
Charlotte Linlin (SP) (JP),Wings of the Captain,SR,OP03-114,CA$107.55
Zambai,Pillars of Strength,UC,OP03-063,CA$0.10
Thunder Bolt (Textured Foil),Premium Booster,C,OP03-121,CA$3.06
Napoleon,Pillars of Strength,UC,OP03-117,CA$0.11
Marco (Japanese 1st Anniversary Set),One Piece Promotion Cards,SR,OP03-013,CA$54.21
Gum-Gum Giant Gavel,Pillars of Strength,C,OP03-055,CA$0.08
Charlotte Perospero (JP),PRB01 - One Piece Card the Best,SR,OP03-113,CA$3.91
Charlotte Katakuri (099),Pillars of Strength,L,OP03-099,CA$0.28
Buggy (SP) (JP),Wings of the Captain,UC,OP03-008,CA$44.70
Kalifa (Jolly Roger Foil),Premium Booster,UC,OP03-060,CA$0.25
Shirahoshi (Winner Pack Vol. 6),One Piece Promotion Cards,UC,OP03-116,CA$6.73
Three Thousand Worlds,Pillars of Strength,R,OP03-057,CA$0.24
Charlotte Katakuri (OP03-099),Starter Deck 20: YELLOW Charlotte Katakuri,L,OP03-099,CA$0.43
Vergo (Jolly Roger Foil),Premium Booster,UC,OP03-079,CA$0.22
Marco (Championship 2023),One Piece Promotion Cards,PR,OP03-013,"CA$1,187.20"
"One, Two, Jango",Pillars of Strength,UC,OP03-039,CA$0.11
Kaya (Tournament Pack Vol. 6),One Piece Promotion Cards,R,OP03-044,CA$4.11
Kaku (080),Pillars of Strength,SR,OP03-080,CA$1.41
Charlotte Linlin (077),Pillars of Strength,L,OP03-077,CA$0.24
Shirahoshi (October Championship 2024 Online Regional),One Piece Promotion Cards,UC,OP03-116,CA$288.44
Monkey.D.Luffy (Dash Pack),Kingdoms of Intrigue,R,OP03-070,CA$1.27
Rob Lucci (076),Pillars of Strength,L,OP03-076,CA$0.22
Arlong,Pillars of Strength,L,OP03-022,CA$0.24
Thunder Bolt (Premium Card Collection -Best Selection Vol. 1-),One Piece Promotion Cards,C,OP03-121,CA$4.61
Gum-Gum Giant Gavel (Textured Foil),Premium Booster,C,OP03-055,CA$3.58
Three Thousand Worlds (JP),Pillars of Strength,R,OP03-057,CA$3.91
Shirahoshi (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP03-116,CA$7.26
Air Door (Textured Foil),Premium Booster,UC,OP03-094,CA$2.03
Izo,Pillars of Strength,R,OP03-003,CA$0.17
Kuro,Pillars of Strength,L,OP03-021,CA$0.21
Charlotte Smoothie (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP03-110,CA$3.49
Shirahoshi (Tournament Pack Vol. 6),One Piece Promotion Cards,UC,OP03-116,CA$0.43
Gum-Gum Giant Gavel (Premium Card Collection -Best Selection Vol. 2-),One Piece Promotion Cards,C,OP03-055,CA$4.11
Izo (OP03-003) (Full Art),Premium Booster,R,OP03-003,CA$6.77
Iceburg,Pillars of Strength,L,OP03-058,CA$0.22
Rob Lucci (SP) (JP),Awakening of the New Era,SR,OP03-092,CA$33.24
Charlotte Smoothie,Pillars of Strength,R,OP03-110,CA$0.13
Brannew,Starter Deck 19: BLACK Smoker,R,OP03-089,CA$0.22
Charlotte Pudding (OP03-112),Starter Deck 20: YELLOW Charlotte Katakuri,R,OP03-112,CA$0.14
Brannew (JP),Pillars of Strength,R,OP03-089,CA$3.49
Izo (SP) (JP),500 Years In The Future,R,OP03-003,CA$30.45
Charlotte Perospero (Alternate Art) (JP),Pillars of Strength,SR,OP03-113,CA$13.70
Charlotte Smoothie (JP),PRB01 - One Piece Card the Best,R,OP03-110,CA$3.21
Shirahoshi (JP),Pillars of Strength,UC,OP03-116,CA$3.49
Charlotte Smoothie,Starter Deck 20: YELLOW Charlotte Katakuri,R,OP03-110,CA$0.17
Streusen,Starter Deck 20: YELLOW Charlotte Katakuri,R,OP03-115,CA$1.38
Boodle (Dash Pack),Kingdoms of Intrigue,UC,OP03-050,CA$3.67
Charlotte Katakuri (Championship 2024),One Piece Promotion Cards,SEC,OP03-123,CA$874.71
Buggy (Dash Pack),Kingdoms of Intrigue,C,OP03-032,CA$0.53
Sanji (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),One Piece Promotion Cards,R,OP03-102,CA$7.08
Shirahoshi,Pillars of Strength,UC,OP03-116,CA$0.13
Three Thousand Worlds (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP03-057,CA$3.49
Izo,Starter Deck 15: RED Edward.Newgate,R,OP03-003,CA$0.15
Speed Jil (Dash Pack),Kingdoms of Intrigue,C,OP03-006,CA$0.41
Brannew,Pillars of Strength,R,OP03-089,CA$0.27
Izo (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP03-003,CA$3.21
Kalifa (Alternate Art) (JP),Pillars of Strength,R,OP03-081,CA$27.66
Charlotte Linlin (Championship 2024),One Piece Promotion Cards,SR,OP03-114,"CA$1,255.64"
Haruta,Starter Deck 15: RED Edward.Newgate,C,OP03-009,CA$0.70
Shirahoshi (Dash Pack),Kingdoms of Intrigue,UC,OP03-116,CA$1.31
Portgas.D.Ace (Alternate Art) (JP),Pillars of Strength,L,OP03-001,CA$58.38
Charlotte Katakuri (Alternate Art) (JP),Pillars of Strength,L,OP03-099,CA$114.25
Usopp's Rubber Band of Doom!!!,Pillars of Strength,C,OP03-054,CA$0.18
Marco (Alternate Art) (JP),Pillars of Strength,SR,OP03-013,CA$16.76
Vergo,Starter Deck 19: BLACK Smoker,UC,OP03-079,CA$0.08
Ikoku Sovereignty,Starter Deck 20: YELLOW Charlotte Katakuri,UC,OP03-118,CA$1.38
Charlotte Linlin (JP),Pillars of Strength,SR,OP03-114,CA$13.70
Gum-Gum Giant Gavel (JP),Pillars of Strength,C,OP03-055,CA$3.21
Three Thousand Worlds (JP),PRB01 - One Piece Card the Best,R,OP03-057,CA$3.91
Speed Jil,Starter Deck 15: RED Edward.Newgate,C,OP03-006,CA$0.04
Charlotte Linlin (Alternate Art) (JP),Pillars of Strength,SR,OP03-114,CA$23.47
Kalifa (JP),Pillars of Strength,UC,OP03-060,CA$3.91
Thunder Bolt (JP),Pillars of Strength,C,OP03-121,CA$3.21
Charlotte Opera,Starter Deck 20: YELLOW Charlotte Katakuri,C,OP03-106,CA$0.08
Vergo (JP),Pillars of Strength,UC,OP03-079,CA$3.91
Namule,Starter Deck 15: RED Edward.Newgate,C,OP03-007,CA$0.10
Marco (JP),Pillars of Strength,SR,OP03-013,CA$10.89
Charlotte Cracker (Alternate Art) (JP),Pillars of Strength,SR,OP03-108,CA$13.70
Fossa,Starter Deck 15: RED Edward.Newgate,C,OP03-010,CA$0.10
Sanji's Pilaf (JP),Pillars of Strength,UC,OP03-056,CA$5.03
Charlotte Galette,Starter Deck 20: YELLOW Charlotte Katakuri,C,OP03-107,CA$0.14
Issho (JP),Pillars of Strength,SR,OP03-078,CA$5.59
Charlotte Smoothie (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP03-110,CA$6.70
Charlotte Pudding (Winner Pack 2024 Oct.-Dec.),One Piece Promotion Cards,R,OP03-112,CA$4.80
Brannew (JP),PRB01 - One Piece Card the Best,R,OP03-089,CA$3.91
Sanji's Pilaf (Parallel) (JP),PRB01 - One Piece Card the Best,UC,OP03-056,CA$23.47
Sogeking (JP),Pillars of Strength,SEC,OP03-122,CA$6.70
Kaya (JP),Pillars of Strength,R,OP03-044,CA$9.78
Charlotte Smoothie (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP03-110,CA$8.10
Air Door (JP),Pillars of Strength,UC,OP03-094,CA$3.09
Brannew (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP03-089,CA$3.49
Shirahoshi (JP),PRB01 - One Piece Card the Best,UC,OP03-116,CA$3.91
Fire Fist (Alternate Art) (JP),Pillars of Strength,R,OP03-018,CA$13.70
Kaku (JP),Pillars of Strength,SR,OP03-080,CA$5.87
Sogeking (JP),Pillars of Strength,SEC,OP03-122,CA$16.76
Three Thousand Worlds (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP03-057,CA$4.89
Sanji's Pilaf (JP),PRB01 - One Piece Card the Best,UC,OP03-056,CA$3.91
Charlotte Perospero (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP03-113,CA$6.98
Kalifa (JP),PRB01 - One Piece Card the Best,UC,OP03-060,CA$3.09
Sanji's Pilaf,Pillars of Strength Pre-Release Cards,UC,OP03-056,CA$29.96
Izo (JP),PRB01 - One Piece Card the Best,R,OP03-003,CA$3.91
Rob Lucci (JP),Pillars of Strength,SR,OP03-092,CA$3.91
Charlotte Cracker (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP03-108,CA$13.70
Thunder Bolt (JP),PRB01 - One Piece Card the Best,C,OP03-121,CA$3.21
Krieg (JP),Pillars of Strength,SR,OP03-025,CA$5.87
Gum-Gum Giant Gavel (JP),PRB01 - One Piece Card the Best,C,OP03-055,CA$3.21
Fukurou (Tournament Pack Vol. 6),One Piece Promotion Cards,UC,OP03-088,CA$0.25
Kaya (CS 2024 Celebration Pack),One Piece Promotion Cards,R,OP03-044,CA$69.91
Air Door (JP),PRB01 - One Piece Card the Best,UC,OP03-094,CA$3.49
Monkey.D.Luffy (JP),Pillars of Strength,R,OP03-070,CA$3.21
Charlotte Pudding (Alternate Art) (JP),Pillars of Strength,R,OP03-112,CA$33.24
Three Thousand Worlds (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP03-057,CA$9.50
Vergo,Pillars of Strength Pre-Release Cards,UC,OP03-079,CA$3.02
Rob Lucci (Alternate Art) (JP),Pillars of Strength,SR,OP03-092,CA$13.70
Vergo (JP),PRB01 - One Piece Card the Best,UC,OP03-079,CA$3.21
Usopp (JP),Pillars of Strength,SR,OP03-041,CA$5.87
Fukurou (Winner Pack Vol. 6),One Piece Promotion Cards,UC,OP03-088,CA$1.58
Charlotte Pudding (JP),Pillars of Strength,R,OP03-112,CA$4.47
Izo (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP03-003,CA$9.50
Nami (JP),Pillars of Strength,R,OP03-030,CA$3.21
Charlotte Pudding (Tournament Pack 2024 Oct.-Dec.),One Piece Promotion Cards,R,OP03-112,CA$0.36
Hatchan (Winner Pack Vol. 6),One Piece Promotion Cards,UC,OP03-033,CA$5.89
Issho (SP) (JP),500 Years In The Future,SR,OP03-078,CA$27.66
Sanji (JP),Pillars of Strength,R,OP03-102,CA$4.47
Thunder Bolt (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,C,OP03-121,CA$3.49
Kalifa (JP),Pillars of Strength,R,OP03-081,CA$3.91
Sanji (Online Regional 2024) [Participant],One Piece Promotion Cards,R,OP03-102,CA$9.06
Paulie (JP),Pillars of Strength,SR,OP03-066,CA$5.31
Izo (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP03-003,CA$5.31
Hatchan (Tournament Pack Vol. 6),One Piece Promotion Cards,UC,OP03-033,CA$0.24
Fire Fist (JP),Pillars of Strength,R,OP03-018,CA$4.47
Portgas.D.Ace (JP),Pillars of Strength,L,OP03-001,CA$3.09
Usopp (Alternate Art) (JP),Pillars of Strength,SR,OP03-041,CA$13.70
Kalifa (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP03-060,CA$3.49
Gum-Gum Giant Gavel (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,C,OP03-055,CA$3.49
Gum-Gum Jet Gatling (JP),Pillars of Strength,R,OP03-072,CA$12.31
Arlong (Alternate Art) (JP),Pillars of Strength,L,OP03-022,CA$37.43
Marshall.D.Teach (JP),Pillars of Strength,R,OP03-012,CA$4.47
Air Door,Pillars of Strength Pre-Release Cards,UC,OP03-094,CA$6.55
Sanji's Pilaf (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP03-056,CA$3.91
Namule (JP),Pillars of Strength,C,OP03-007,CA$3.21
Brannew (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP03-089,CA$12.31
Rob Lucci (Alternate Art) (JP),Pillars of Strength,L,OP03-076,CA$20.67
Zeff (JP),Pillars of Strength,R,OP03-047,CA$5.87
Sanji's Pilaf (Full Art) (JP),PRB01 - One Piece Card the Best,UC,OP03-056,CA$5.31
Charlotte Galette (JP),Pillars of Strength,C,OP03-107,CA$3.21
Shirahoshi (Full Art) (JP),PRB01 - One Piece Card the Best,UC,OP03-116,CA$3.49
Sanji (Store Championship Participation Pack Vol. 2),One Piece Promotion Cards,PR,OP03-102,CA$9.58
Charlotte Linlin (Alternate Art) (JP),Pillars of Strength,L,OP03-077,CA$27.66
Kalifa,Pillars of Strength Pre-Release Cards,UC,OP03-060,CA$14.71
Vergo (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP03-079,CA$3.49
Fukurou (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),One Piece Promotion Cards,UC,OP03-088,CA$1.13
Sanji (Online Regional 2024) [Finalist],One Piece Promotion Cards,R,OP03-102,CA$99.52
Brannew (Offline Regional 2024) [Participant],One Piece Promotion Cards,R,OP03-089,CA$27.04
Zeff (Alternate Art) (JP),Pillars of Strength,R,OP03-047,CA$13.70
Bobbin the Disposer (JP),Pillars of Strength,C,OP03-103,CA$3.09
Krieg (Alternate Art) (JP),Pillars of Strength,SR,OP03-025,CA$8.10
Kaku (Alternate Art) (JP),Pillars of Strength,SR,OP03-080,CA$16.48
Usopp's Pirate Crew (JP),Pillars of Strength,C,OP03-042,CA$3.09
Shirahoshi (ST15 - ST20 Release Event Winner Pack),One Piece Promotion Cards,UC,OP03-116,CA$27.38
Spandam (JP),Pillars of Strength,R,OP03-086,CA$4.47
Kalifa (Full Art) (JP),PRB01 - One Piece Card the Best,UC,OP03-060,CA$5.87
Gum-Gum Giant Gavel,Pillars of Strength Pre-Release Cards,C,OP03-055,CA$3.95
Issho (Alternate Art) (JP),Pillars of Strength,SR,OP03-078,CA$10.89
Striker (JP),Pillars of Strength,C,OP03-020,CA$3.91
Sanji (Offline Regional 2024) [Participant],One Piece Promotion Cards,R,OP03-102,CA$12.44
Kingbaum (JP),Pillars of Strength,C,OP03-100,CA$3.09
Kumadori (JP),Pillars of Strength,C,OP03-082,CA$3.09
Rob Lucci (JP),Pillars of Strength,R,OP03-071,CA$3.21
Curiel (JP),Pillars of Strength,C,OP03-004,CA$3.09
