Name,Category,Rarity,SKU ID,Price
Zoro-Juurou (Alternate Art),Awakening of the New Era,R,OP05-067,CA$27.35
Trafalgar Law (Manga Alternate Art),Awakening of the New Era,SR,OP05-069,CA$901.33
Monkey.D.Luffy (Parallel) (JP),PRB01 - One Piece Card the Best,SEC,OP05-119,CA$19.55
"Eustass""Captain""Kid (OP05-074) (Alternate Art)",Premium Booster,SR,OP05-074,CA$46.48
"Eustass""Captain""Kid",Awakening of the New Era,SR,OP05-074,CA$1.86
Borsalino (Alternate Art),Awakening of the New Era,SR,OP05-051,CA$7.32
Donquixote Rosinante (030),Awakening of the New Era,R,OP05-030,CA$5.74
Two-Hundred Million Volts Amaru (Textured Foil),Premium Booster,R,OP05-115,CA$2.98
Sabo (007) (Alternate Art),Awakening of the New Era,SR,OP05-007,CA$2.81
Trafalgar Law (Manga Alternate Art) (JP),Awakening of the New Era,SR,OP05-069,"CA$1,326.90"
Zoro-Juurou (SP) (JP),Emperors in the New World,R,OP05-067,CA$93.30
Nico Robin (Full Art),Premium Booster,UC,OP05-010,CA$14.02
Kaido (OP05-118) (Alternate Art),Premium Booster,SEC,OP05-118,CA$20.88
Enel (098),Awakening of the New Era,L,OP05-098,CA$0.20
Donquixote Rosinante (022),Awakening of the New Era,L,OP05-022,CA$0.13
Kaido (JP),PRB01 - One Piece Card the Best,SEC,OP05-118,CA$5.87
Donquixote Doflamingo (029),Awakening of the New Era,UC,OP05-029,CA$0.13
Sakazuki,Awakening of the New Era,L,OP05-041,CA$0.15
Koala (Reprint),Premium Booster,SR,OP05-006,CA$0.46
Pica (Alternate Art),Awakening of the New Era,SR,OP05-032,CA$2.93
Rebecca (SP) (JP),Wings of the Captain,SR,OP05-091,CA$349.19
Monet,Awakening of the New Era,UC,OP05-036,CA$0.15
Revolutionary Army HQ,Awakening of the New Era,UC,OP05-021,CA$0.17
Monkey.D.Garp,Awakening of the New Era,UC,OP05-054,CA$0.11
Chaka,Awakening of the New Era,UC,OP05-008,CA$0.11
Ulti (JP),Awakening of the New Era,SR,OP05-043,CA$5.87
Viola,Awakening of the New Era,UC,OP05-079,CA$0.11
Trafalgar Law (027),Awakening of the New Era,UC,OP05-027,CA$0.08
Donquixote Rosinante (Alternate Art),Awakening of the New Era,L,OP05-022,CA$32.89
X.Drake (Alternate Art),Awakening of the New Era,R,OP05-055,CA$4.19
Sabo (001) (Alternate Art),Awakening of the New Era,L,OP05-001,CA$28.77
"Eustass""Captain""Kid (Alternate Art)",Awakening of the New Era,SR,OP05-074,CA$16.96
Enel (100),Awakening of the New Era,SR,OP05-100,CA$0.87
Koala,Awakening of the New Era,SR,OP05-006,CA$1.08
Kotori,Awakening of the New Era,UC,OP05-103,CA$0.08
Conis,Awakening of the New Era,UC,OP05-104,CA$0.10
Four Thousand-Brick Fist,Awakening of the New Era,UC,OP05-020,CA$0.06
Sabo (OP05-007) (Reprint),Premium Booster,SR,OP05-007,CA$0.28
Koala (JP),Awakening of the New Era,SR,OP05-006,CA$3.91
I Bid 500 Million!!,Awakening of the New Era,UC,OP05-096,CA$0.15
Elizabello II,Awakening of the New Era,UC,OP05-080,CA$0.11
Shirahoshi (OP05-082) (Alternate Art),Premium Booster,R,OP05-082,CA$28.19
Monkey D. Luffy (Alternate Art) (JP),Awakening of the New Era,SEC,OP05-119,CA$51.40
Amazon,Awakening of the New Era,UC,OP05-099,CA$0.08
Punk Rotten,Awakening of the New Era,UC,OP05-078,CA$0.10
Monkey.D.Luffy (Alternate Art) (JP),Awakening of the New Era,L,OP05-060,CA$41.62
Stick-Stickem Meteora,Awakening of the New Era,UC,OP05-039,CA$0.08
Hotori,Awakening of the New Era,UC,OP05-111,CA$0.10
Monkey.D.Luffy (OP05-119) (Reprint),Premium Booster,SEC,OP05-119,CA$2.22
Nefeltari Cobra,Awakening of the New Era,UC,OP05-085,CA$0.07
Hound Blaze (JP),PRB01 - One Piece Card the Best,R,OP05-057,CA$10.89
Hound Blaze (Textured Foil),Premium Booster,R,OP05-057,CA$5.59
O-Nami (Illustration Box Vol.1),One Piece Promotion Cards,UC,OP05-062,CA$3.13
Rob Lucci (093),Awakening of the New Era,SR,OP05-093,CA$0.73
Let Us Begin the World of Violence!!,Awakening of the New Era,UC,OP05-059,CA$0.07
Bastille,Awakening of the New Era,UC,OP05-048,CA$0.06
Hound Blaze (Alternate Art),Premium Booster,R,OP05-057,CA$51.11
Haccha,Awakening of the New Era,UC,OP05-049,CA$0.08
Baby 5 (OP05-034) (Alternate Art),Premium Booster,R,OP05-034,CA$40.99
Koala (Alternate Art),Premium Booster,SR,OP05-006,CA$43.17
Two-Hundred Million Volts Amaru (Jolly Roger Foil),Premium Booster,R,OP05-115,CA$0.25
Ulti (Reprint),Premium Booster,SR,OP05-043,CA$0.29
Rob Lucci (093) (Alternate Art),Awakening of the New Era,SR,OP05-093,CA$14.15
Trafalgar Law (OP05-069) (Manga),Premium Booster,SR,OP05-069,CA$502.42
Monkey.D.Luffy (Silver Parallel) (JP),A Fist of Divine Speed,SP,OP05-119,"CA$3,047.69"
Ulti,Awakening of the New Era,SR,OP05-043,CA$0.31
Sabo (007),Awakening of the New Era,SR,OP05-007,CA$0.28
Two-Hundred Million Volts Amaru (Alternate Art),Premium Booster,R,OP05-115,CA$31.23
Sabo (JP),Awakening of the New Era,SR,OP05-007,CA$5.03
Borsalino (SP),Wings of the Captain,SR,OP05-051,CA$38.55
Kaido (118) (Alternate Art),Awakening of the New Era,SEC,OP05-118,CA$8.03
Zoro-Juurou (Event Pack Vol. 5),One Piece Promotion Cards,R,OP05-067,CA$52.75
Trafalgar Law,Awakening of the New Era,SR,OP05-069,CA$0.36
Belo Betty (Alternate Art),Premium Booster,R,OP05-015,CA$34.07
Monkey.D.Luffy (Manga) (JP),PRB01 - One Piece Card the Best,SEC,OP05-119,"CA$1,885.60"
Enel (Alternate Art) (JP),Awakening of the New Era,SR,OP05-100,CA$72.35
Enel (100) (Alternate Art),Awakening of the New Era,SR,OP05-100,CA$10.18
Trafalgar Law (Alternate Art),Awakening of the New Era,SR,OP05-069,CA$6.30
"""Eustass""""Captain""""Kid (Manga Alternate Art)"" (JP)",Awakening of the New Era,SR,OP05-074,CA$977.72
Upper Yard (Alternate Art),Premium Booster,UC,OP05-117,CA$35.45
Belo Betty (OP05-015) (Reprint),Premium Booster,R,OP05-015,CA$0.22
Shirahoshi (OP05-082) (Reprint),Premium Booster,R,OP05-082,CA$0.15
Satori (Alternate Art),Premium Booster,R,OP05-105,CA$37.85
Borsalino,Awakening of the New Era,Secret Rare,OP05-051,CA$0.53
"Eustass""Captain""Kid (OP05-074) (Manga)",Premium Booster,SR,OP05-074,CA$377.79
Nico Robin (Reprint),Premium Booster,UC,OP05-010,CA$0.18
Satori (Reprint),Premium Booster,R,OP05-105,CA$0.27
Hound Blaze (Jolly Roger Foil),Premium Booster,R,OP05-057,CA$0.20
Two-Hundred Million Volts Amaru,Awakening of the New Era,R,OP05-115,CA$0.24
Belo Betty (Full Art),Premium Booster,R,OP05-015,CA$7.07
Hound Blaze,Awakening of the New Era,R,OP05-057,CA$0.21
Shirahoshi (JP),Awakening of the New Era,R,OP05-082,CA$5.03
One-Legged Toy Soldier (Full Art),Premium Booster,UC,OP05-081,CA$33.00
Trafalgar Law (Alternate Art) (JP),Awakening of the New Era,SR,OP05-069,CA$13.70
Mansherry (Alternate Art),Awakening of the New Era,R,OP05-088,CA$14.60
Ulti (Alternate Art),Premium Booster,SR,OP05-043,CA$11.40
Enel (SP) (JP),Awakening of the New Era,SR,OP05-100,CA$5.87
Baby 5 (Alternate Art),Awakening of the New Era,R,OP05-034,CA$11.59
Monkey.D.Luffy (OP05-060),Starter Deck 18: PURPLE Monkey.D.Luffy,L,OP05-060,CA$0.39
Baby 5 (OP05-034) (Reprint),Premium Booster,R,OP05-034,CA$0.15
Miss Doublefinger(Zala) (Reprint),Premium Booster,UC,OP05-073,CA$0.14
Koala (Alternate Art),Awakening of the New Era,SR,OP05-006,CA$14.18
Belo Betty (015) (Alternate Art),Awakening of the New Era,R,OP05-015,CA$13.97
Satori,Awakening of the New Era,R,OP05-105,CA$0.43
"""Eustass""""Captain""""Kid"" (JP)",Awakening of the New Era,SR,OP05-074,CA$5.03
Miss Doublefinger(Zala) (Jolly Roger Foil),Premium Booster,UC,OP05-073,CA$0.34
Because the Side of Justice Will Be Whichever Side Wins!!,Awakening of the New Era,R,OP05-037,CA$0.75
Pica,Awakening of the New Era,SR,OP05-032,CA$0.25
Gedatsu,Awakening of the New Era,R,OP05-102,CA$1.13
Rebecca (JP),Awakening of the New Era,SR,OP05-091,CA$6.70
O-Nami,Awakening of the New Era: 1st Anniversary Tournament Cards,UC,OP05-062,CA$69.88
Kaido (Alternate Art) (JP),Awakening of the New Era,SEC,OP05-118,CA$13.70
Koala (JP),PRB01 - One Piece Card the Best,SR,OP05-006,CA$3.21
Nico Robin (Jolly Roger Foil),Premium Booster,UC,OP05-010,CA$0.32
Two-Hundred Million Volts Amaru (JP),Awakening of the New Era,R,OP05-115,CA$5.03
Belo Betty (JP),Awakening of the New Era,R,OP05-015,CA$3.91
Zoro-Juurou,Awakening of the New Era,R,OP05-067,CA$0.32
El Thor,Awakening of the New Era,UC,OP05-114,CA$0.10
Sabo (OP05-007) (Alternate Art),Premium Booster,SR,OP05-007,CA$13.07
Ulti (Alternate Art),Awakening of the New Era,SR,OP05-043,CA$5.64
Baby 5 (JP),Awakening of the New Era,R,OP05-034,CA$5.03
Belo Betty (Jolly Roger Foil),Premium Booster,R,OP05-015,CA$0.38
Upper Yard (Jolly Roger Foil),Premium Booster,UC,OP05-117,CA$0.29
Satori (Jolly Roger Foil),Premium Booster,R,OP05-105,CA$0.56
Baby 5 (OP05-034) (Jolly Roger Foil),Premium Booster,R,OP05-034,CA$0.34
Enel (Alternate Art) (JP),Awakening of the New Era,L,OP05-098,CA$51.40
Two-Hundred Million Volts Amaru (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP05-115,CA$3.49
Shirahoshi (OP05-082) (Jolly Roger Foil),Premium Booster,R,OP05-082,CA$0.21
One-Legged Toy Soldier (Jolly Roger Foil),Premium Booster,UC,OP05-081,CA$1.19
Baby 5,Awakening of the New Era,R,OP05-034,CA$0.34
Zoro-Juurou (Alternate Art) (JP),Awakening of the New Era,R,OP05-067,CA$17.88
When You're at Sea You Fight against Pirates!!,Awakening of the New Era,R,OP05-076,CA$0.34
Karasu,Awakening of the New Era,R,OP05-005,CA$1.24
Rebecca (Alternate Art) (JP),Awakening of the New Era,SR,OP05-091,CA$30.45
El Thor (Jolly Roger Foil),Premium Booster,UC,OP05-114,CA$0.22
Belo Betty (015),Awakening of the New Era,R,OP05-015,CA$0.32
Nico Robin,Awakening of the New Era,UC,OP05-010,CA$0.14
Fire Fist,Awakening of the New Era,R,OP05-019,CA$0.24
Shirahoshi (OP05-082) (Full Art),Premium Booster,R,OP05-082,CA$8.87
One-Legged Toy Soldier (Reprint),Premium Booster,UC,OP05-081,CA$0.22
Trafalgar Law (JP),Awakening of the New Era,SR,OP05-069,CA$3.91
Miss Doublefinger(Zala) (Full Art),Premium Booster,UC,OP05-073,CA$17.68
Satori (Full Art),Premium Booster,R,OP05-105,CA$17.49
Morley,Awakening of the New Era,R,OP05-016,CA$0.25
"Eustass""Captain""Kid (JP)",PRB01 - One Piece Card the Best,SR,OP05-074,CA$3.91
Borsalino (JP),Awakening of the New Era,C,OP05-051,CA$5.87
Hound Blaze (JP),Awakening of the New Era,R,OP05-057,CA$5.03
Lindbergh,Awakening of the New Era,R,OP05-017,CA$1.03
Upper Yard,Awakening of the New Era,UC,OP05-117,CA$0.13
Gamma Knife,Awakening of the New Era,C,OP05-077,CA$0.17
Zoro-Juurou (JP),Awakening of the New Era,R,OP05-067,CA$6.98
Shirahoshi,Awakening of the New Era,R,OP05-082,CA$0.14
Haute Couture Patch Work,Awakening of the New Era,R,OP05-094,CA$0.28
Nefeltari Vivi,Awakening of the New Era,R,OP05-086,CA$0.22
Satori (JP),Awakening of the New Era,R,OP05-105,CA$3.91
Monkey.D.Luffy (060),Awakening of the New Era,L,OP05-060,CA$0.14
Shirahoshi (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP05-082,CA$3.49
Mansherry,Awakening of the New Era,R,OP05-088,CA$0.34
Emporio Energy Hormone,Awakening of the New Era,C,OP05-018,CA$0.10
Kaido (Parallel) (JP),PRB01 - One Piece Card the Best,SEC,OP05-118,CA$11.87
Birdcage,Awakening of the New Era,C,OP05-040,CA$0.08
Ulti (JP),PRB01 - One Piece Card the Best,SR,OP05-043,CA$3.91
Monkey D. Luffy (JP),Awakening of the New Era,SEC,OP05-119,CA$5.31
Hina,Awakening of the New Era,R,OP05-050,CA$0.15
Nico Robin (JP),Awakening of the New Era,UC,OP05-010,CA$3.91
Zoro-Juurou (OP05-067),Starter Deck 18: PURPLE Monkey.D.Luffy,R,OP05-067,CA$0.17
Holly,Awakening of the New Era,C,OP05-110,CA$0.13
Chopa-Emon,Awakening of the New Era,C,OP05-068,CA$0.07
Bartholomew Kuma,Awakening of the New Era,C,OP05-011,CA$0.22
Ulti (Alternate Art) (JP),Awakening of the New Era,SR,OP05-043,CA$12.57
Baby 5 (033),Awakening of the New Era,C,OP05-033,CA$0.07
Koala (Alternate Art) (JP),Awakening of the New Era,SR,OP05-006,CA$12.57
O-Nami,Awakening of the New Era,UC,OP05-062,CA$0.14
Toh-Toh,Awakening of the New Era,C,OP05-009,CA$0.06
Bepo,Awakening of the New Era,R,OP05-071,CA$0.10
Hack,Awakening of the New Era,C,OP05-012,CA$0.07
Rob Lucci (JP),Awakening of the New Era,SR,OP05-093,CA$3.91
Uso-Hachi (OP05-061),Starter Deck 18: PURPLE Monkey.D.Luffy,UC,OP05-061,CA$0.14
Bunny Joe,Awakening of the New Era,C,OP05-013,CA$0.10
Hone-Kichi,Awakening of the New Era,C,OP05-072,CA$0.07
Sabo (JP),PRB01 - One Piece Card the Best,SR,OP05-007,CA$3.21
Dragon Claw,Awakening of the New Era,C,OP05-095,CA$0.10
Miss Doublefinger(Zala),Awakening of the New Era,UC,OP05-073,CA$0.15
Rob Lucci (Alternate Art) (JP),Awakening of the New Era,SR,OP05-093,CA$10.89
One-Legged Toy Soldier,Awakening of the New Era,UC,OP05-081,CA$0.34
Two-Hundred Million Volts Amaru (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP05-115,CA$5.87
Monkey.D.Luffy (JP),Awakening of the New Era,L,OP05-060,CA$3.09
Karasu (Premium Card Collection -Best Selection Vol. 2-),One Piece Promotion Cards,R,OP05-005,CA$10.84
It's a Waste of Human Life!!,Awakening of the New Era,C,OP05-058,CA$0.08
Vergo,Awakening of the New Era,R,OP05-023,CA$0.14
John Giant,Awakening of the New Era,C,OP05-044,CA$0.04
Two-Hundred Million Volts Amaru (JP),PRB01 - One Piece Card the Best,R,OP05-115,CA$3.91
Buffalo,Awakening of the New Era,C,OP05-031,CA$0.08
Charlestone,Awakening of the New Era,C,OP05-038,CA$0.10
Shura,Awakening of the New Era,R,OP05-106,CA$0.28
O-Robi,Awakening of the New Era,C,OP05-063,CA$0.10
When You're at Sea You Fight against Pirates!!,Starter Deck 18: PURPLE Monkey.D.Luffy,R,OP05-076,CA$0.20
Sarquiss,Awakening of the New Era,C,OP05-026,CA$0.07
Sabo (JP),Awakening of the New Era,L,OP05-001,CA$5.03
Belo Betty (Alternate Art) (JP),Awakening of the New Era,R,OP05-015,CA$12.57
Pell,Awakening of the New Era,C,OP05-014,CA$0.07
Hino Bird Zap,Awakening of the New Era,C,OP05-116,CA$0.06
Mary Geoise,Awakening of the New Era,C,OP05-097,CA$0.07
Saint Charlos,Awakening of the New Era,C,OP05-084,CA$0.06
Stainless,Awakening of the New Era,C,OP05-045,CA$0.10
Nola,Awakening of the New Era,C,OP05-108,CA$0.08
Baby 5 (Alternate Art) (JP),Awakening of the New Era,R,OP05-034,CA$9.50
Belo Betty (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP05-015,CA$3.49
Jinbe,Awakening of the New Era,C,OP05-066,CA$0.14
Maynard,Awakening of the New Era,C,OP05-052,CA$0.06
Ohm,Awakening of the New Era,R,OP05-101,CA$0.46
Captain McKinley,Awakening of the New Era,C,OP05-112,CA$0.07
When You're at Sea You Fight against Pirates!! (JP),Awakening of the New Era,R,OP05-076,CA$4.19
Belo Betty (002),Awakening of the New Era,L,OP05-002,CA$0.15
Saint Mjosgard,Awakening of the New Era,C,OP05-089,CA$0.06
Sterry,Awakening of the New Era,C,OP05-083,CA$0.06
San-Gorou,Awakening of the New Era,C,OP05-065,CA$0.08
Emporio.Ivankov,Awakening of the New Era,UC,OP05-004,CA$0.63
Pica (JP),Awakening of the New Era,SR,OP05-032,CA$3.49
Mr. 1 (Daz.Bonez),Awakening of the New Era,C,OP05-075,CA$0.08
Killer,Awakening of the New Era,R,OP05-064,CA$0.15
Fra-Nosuke,Starter Deck 18: PURPLE Monkey.D.Luffy,UC,OP05-070,CA$0.17
Donquixote Doflamingo (028),Awakening of the New Era,C,OP05-028,CA$0.08
Issho,Awakening of the New Era,R,OP05-042,CA$0.13
Sabo (Alternate Art) (JP),Awakening of the New Era,L,OP05-001,CA$17.88
Shirahoshi (JP),PRB01 - One Piece Card the Best,R,OP05-082,CA$3.21
Sabo (001),Awakening of the New Era,L,OP05-001,CA$0.15
"Eustass""Captain""Kid (Pirate Flag Foil) (JP)",PRB01 - One Piece Card the Best,SR,OP05-074,CA$13.70
Basil Hawkins,Awakening of the New Era,C,OP05-047,CA$0.07
Inazuma,Awakening of the New Era,UC,OP05-003,CA$0.35
Hone-Kichi,Starter Deck 18: PURPLE Monkey.D.Luffy,C,OP05-072,CA$0.11
Rebecca (October Championship 2024 Online Regional),One Piece Promotion Cards,SR,OP05-091,"CA$2,470.83"
Hound Blaze (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP05-057,CA$3.21
Kuween,Awakening of the New Era,C,OP05-024,CA$0.10
Bellamy,Awakening of the New Era,C,OP05-035,CA$0.07
X.Drake,Awakening of the New Era,R,OP05-055,CA$0.21
Yama,Awakening of the New Era,C,OP05-113,CA$0.07
Saint Rosward,Awakening of the New Era,C,OP05-092,CA$0.06
Upper Yard (Textured Foil),Premium Booster,UC,OP05-117,CA$4.04
Riku Doldo III,Awakening of the New Era,C,OP05-090,CA$0.10
Lieutenant Spacey,Awakening of the New Era,C,OP05-107,CA$0.08
Rob Lucc (SP) (JP),Emperors in the New World,SR,OP05-093,CA$51.40
X.Barrels,Awakening of the New Era,C,OP05-056,CA$0.06
Baby 5 (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP05-034,CA$3.91
Hakuba,Awakening of the New Era,C,OP05-087,CA$0.06
Because the Side of Justice Will Be Whichever Side Wins!! (JP),Awakening of the New Era,R,OP05-037,CA$5.87
Baby 5 (OP05-034) (Full Art),Premium Booster,R,OP05-034,CA$9.74
Gladius,Awakening of the New Era,C,OP05-025,CA$0.08
Belo Betty (JP),Awakening of the New Era,L,OP05-002,CA$5.03
Uso-Hachi,Awakening of the New Era,UC,OP05-061,CA$0.17
Jinbe,Starter Deck 18: PURPLE Monkey.D.Luffy,C,OP05-066,CA$0.11
Chopa-Emon,Starter Deck 18: PURPLE Monkey.D.Luffy,C,OP05-068,CA$0.10
Sakazuki (Alternate Art) (JP),Awakening of the New Era,L,OP05-041,CA$20.67
Pagaya,Awakening of the New Era,C,OP05-109,CA$0.06
Mozambia,Awakening of the New Era,C,OP05-053,CA$0.06
Dalmatian,Awakening of the New Era,C,OP05-046,CA$0.06
Fra-Nosuke,Awakening of the New Era,UC,OP05-070,CA$0.21
Kaido (JP),Awakening of the New Era,SEC,OP05-118,CA$5.87
O-Robi,Starter Deck 18: PURPLE Monkey.D.Luffy,C,OP05-063,CA$0.07
Donquixote Rosinante (JP),Awakening of the New Era,R,OP05-030,CA$5.87
Shirahoshi (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP05-082,CA$12.31
Koala (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP05-006,CA$10.89
Mansherry (JP),Awakening of the New Era,R,OP05-088,CA$3.91
El Thor (JP),Awakening of the New Era,UC,OP05-114,CA$3.49
Upper Yard (JP),Awakening of the New Era,UC,OP05-117,CA$3.49
El Thor (Textured Foil),Premium Booster,UC,OP05-114,CA$4.72
Satori (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP05-105,CA$3.91
Gedatsu (Alternate Art) (JP),Awakening of the New Era,R,OP05-102,CA$13.70
Sabo (Alternate Art) (JP),Awakening of the New Era,SR,OP05-007,CA$13.70
Belo Betty (Alternate Art) (JP),Awakening of the New Era,L,OP05-002,CA$20.67
Nefeltari Vivi (JP),Awakening of the New Era,R,OP05-086,CA$3.49
Donquixote Doflamingo (JP),Awakening of the New Era,C,OP05-028,CA$5.03
Shirahoshi (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP05-082,CA$7.26
One-Legged Toy Soldier (JP),Awakening of the New Era,UC,OP05-081,CA$5.03
Donquixote Rosinante (Alternate Art) (JP),Awakening of the New Era,L,OP05-022,CA$13.70
Sakazuki (JP),Awakening of the New Era,L,OP05-041,CA$2.93
Pica (Alternate Art) (JP),Awakening of the New Era,SR,OP05-032,CA$8.10
Mansherry (Alternate Art) (JP),Awakening of the New Era,R,OP05-088,CA$12.31
Nefeltari Vivi (October Championship 2024 Store Regionals),One Piece Promotion Cards,R,OP05-086,CA$501.92
Fire Fist (Premium Card Collection -Best Selection Vol. 2-),One Piece Promotion Cards,R,OP05-019,CA$3.23
Hina (JP),Awakening of the New Era,R,OP05-050,CA$3.49
Enel (JP),Awakening of the New Era,L,OP05-098,CA$3.91
Monkey.D.Luffy (JP),Anime 25th Collection,L,OP05-060,CA$97.49
Miss Doublefinger (Zala) (JP),Awakening of the New Era,UC,OP05-073,CA$3.49
"""Eustass""""Captain""""Kid (Alternate Art)"" (JP)",Awakening of the New Era,SR,OP05-074,CA$9.50
Satori (JP),PRB01 - One Piece Card the Best,R,OP05-105,CA$3.91
Fire Fist (JP),Awakening of the New Era,R,OP05-019,CA$4.47
Shura (Winner Pack Vol. 7),One Piece Promotion Cards,R,OP05-106,CA$3.56
Karasu (JP),Awakening of the New Era,R,OP05-005,CA$3.91
"""Eustass""""Captain""""Kid (SP)"" (JP)",500 Years In The Future,SR,OP05-074,CA$44.42
Killer (JP),Awakening of the New Era,R,OP05-064,CA$3.21
Gedatsu (JP),Awakening of the New Era,R,OP05-102,CA$4.47
Sabo (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP05-007,CA$13.70
El Thor (Premium Card Collection -Best Selection Vol. 2-),One Piece Promotion Cards,UC,OP05-114,CA$4.76
San-Gorou (JP),Awakening of the New Era,C,OP05-065,CA$3.09
Basil Hawkins (JP),Awakening of the New Era,C,OP05-047,CA$5.03
Hound Blaze (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP05-057,CA$3.49
Belo Betty (JP),PRB01 - One Piece Card the Best,R,OP05-015,CA$3.21
Morley (JP),Awakening of the New Era,R,OP05-016,CA$3.91
Satori (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP05-105,CA$13.70
Bepo (JP),Awakening of the New Era,R,OP05-071,CA$3.21
Borsalino (Alternate Art) (JP),Awakening of the New Era,Secret Rare,OP05-051,CA$8.10
X.Drake (Alternate Art) (JP),Awakening of the New Era,R,OP05-055,CA$8.10
Donquixote Rosinante (JP),Awakening of the New Era,L,OP05-022,CA$3.49
One-Legged Toy Soldier (Parallel) (JP),PRB01 - One Piece Card the Best,UC,OP05-081,CA$16.48
Bartholomew Kuma (JP),Awakening of the New Era,C,OP05-011,CA$3.91
Emporio Energy Hormone (JP),Awakening of the New Era,C,OP05-018,CA$3.91
Lindbergh (JP),Awakening of the New Era,R,OP05-017,CA$4.47
Pagaya (JP),Awakening of the New Era,C,OP05-109,CA$5.03
Belo Betty (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP05-015,CA$12.31
Enel (JP),Awakening of the New Era,SR,OP05-100,CA$10.89
Nico Robin (JP),PRB01 - One Piece Card the Best,UC,OP05-010,CA$3.49
Issho (JP),Awakening of the New Era,R,OP05-042,CA$3.21
El Thor,Awakening of the New Era: 1st Anniversary Tournament Cards,UC,OP05-114,CA$10.46
Shura (JP),Awakening of the New Era,R,OP05-106,CA$4.47
O-Robi (JP),Awakening of the New Era,C,OP05-063,CA$3.09
X.Drake (JP),Awakening of the New Era,R,OP05-055,CA$3.91
Chopa-Emon (JP),Awakening of the New Era,C,OP05-068,CA$3.21
Two-Hundred Million Volts Amaru (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP05-115,CA$5.31
Ohm (JP),Awakening of the New Era,R,OP05-101,CA$3.91
Baby 5 (JP),PRB01 - One Piece Card the Best,R,OP05-034,CA$3.91
Hack (JP),Awakening of the New Era,C,OP05-012,CA$3.09
Enel (JP),Anime 25th Collection,L,OP05-098,CA$142.19
It's a Waste of Human Life!! (JP),Awakening of the New Era,C,OP05-058,CA$3.49
Ulti (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP05-043,CA$6.98
