Name,Category,Rarity,SKU ID,Price
Tony Tony.Chopper,Kingdoms of Intrigue,C,OP04-010,CA$0.17
Yamato,Kingdoms of Intrigue,SR,OP04-112,CA$1.59
Rebecca (092),Kingdoms of Intrigue,R,OP04-092,CA$2.19
"Capone""Gang""Bege (CS 2023 Top Players Pack) [Finalist]",One Piece Promotion Cards,R,OP04-100,"CA$13,965.80"
Sabo (Alternate Art),Kingdoms of Intrigue,SR,OP04-083,CA$45.55
Sanji (JP),Kingdoms of Intrigue,SR,OP04-104,CA$5.87
Nefeltari Vivi (118),Kingdoms of Intrigue,SEC,OP04-118,CA$7.05
"Capone""Gang""Bege (OP04-100) (Alternate Art)",Premium Booster,R,OP04-100,CA$14.54
"Capone""Gang""Bege (CS 2023 Top Players Pack)",One Piece Promotion Cards,R,OP04-100,"CA$6,983.69"
Donquixote Doflamingo (031),Kingdoms of Intrigue,SR,OP04-031,CA$2.01
Monkey.D.Luffy (Alternate Art),Kingdoms of Intrigue,SR,OP04-090,CA$36.15
Viola,Kingdoms of Intrigue,C,OP04-021,CA$0.21
Queen (Alternate Art),Kingdoms of Intrigue,L,OP04-040,CA$20.92
Nami,Kingdoms of Intrigue,C,OP04-011,CA$0.13
Sugar (Alternate Art),Kingdoms of Intrigue,SR,OP04-024,CA$13.49
Gum-Gum Red Roc (Textured Foil),Premium Booster,R,OP04-056,CA$6.83
Charlotte Perospero,Kingdoms of Intrigue,C,OP04-107,CA$0.10
Sanji (007),Kingdoms of Intrigue,C,OP04-007,CA$0.11
Apis,Kingdoms of Intrigue,C,OP04-041,CA$0.17
Kaido (SP) (JP),Awakening of the New Era,SR,OP04-044,CA$58.38
Roronoa Zoro,Kingdoms of Intrigue,R,OP04-015,CA$0.17
Corrida Coliseum,Kingdoms of Intrigue,C,OP04-096,CA$0.32
Donquixote Family (Jolly Roger Foil),Premium Booster,C,OP04-036,CA$0.11
Tonoyasu,Kingdoms of Intrigue,C,OP04-109,CA$0.10
Kung Fu Jugon,Kingdoms of Intrigue,C,OP04-005,CA$0.06
Baby 5 (OP04-032) (Full Art),Premium Booster,UC,OP04-032,CA$23.28
Karoo,Kingdoms of Intrigue,C,OP04-004,CA$0.13
Happiness Punch,Kingdoms of Intrigue,C,OP04-017,CA$0.13
"Capone""Gang""Bege (OP04-100) (Jolly Roger Foil)",Premium Booster,R,OP04-100,CA$0.88
Diamante,Kingdoms of Intrigue,R,OP04-028,CA$0.20
Sanji (OP04-104) (Alternate Art),Premium Booster,SR,OP04-104,CA$21.90
Charlotte Amande,Kingdoms of Intrigue,R,OP04-105,CA$0.15
Sabo (Manga Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-083,"CA$1,120.17"
Kyros,Kingdoms of Intrigue,R,OP04-082,CA$0.21
Nefeltari Vivi (118) (Alternate Art),Kingdoms of Intrigue,SEC,OP04-118,CA$24.85
Bartolomeo (OP04-089) (Full Art),Premium Booster,R,OP04-089,CA$10.38
Black Maria,Kingdoms of Intrigue,C,OP04-052,CA$0.10
Stussy,Kingdoms of Intrigue,C,OP04-084,CA$0.15
Cavendish,Kingdoms of Intrigue,R,OP04-081,CA$0.21
Ideo,Kingdoms of Intrigue,C,OP04-077,CA$0.22
Kaido (OP04-044) (Alternate Art),Premium Booster,SR,OP04-044,CA$19.62
Trafalgar Law,Kingdoms of Intrigue,C,OP04-087,CA$0.14
Barrier!! (Jolly Roger Foil),Premium Booster,C,OP04-095,CA$0.10
Hanger,Kingdoms of Intrigue,C,OP04-050,CA$0.10
Orlumbus,Kingdoms of Intrigue,C,OP04-079,CA$0.13
Gum-Gum Red Roc (Jolly Roger Foil),Premium Booster,R,OP04-056,CA$1.61
Sabo (Sealed Battle 2023 Vol. 1),One Piece Promotion Cards,SR,OP04-083,CA$162.48
Crocodile (Alternate Art),Kingdoms of Intrigue,L,OP04-058,CA$49.60
Kaido (JP),Kingdoms of Intrigue,SR,OP04-044,CA$5.87
Kuro,Kingdoms of Intrigue,C,OP04-023,CA$0.08
The Weak Do Not Have the Right to Choose How They Die!!!,Kingdoms of Intrigue,C,OP04-038,CA$0.10
Igaram,Kingdoms of Intrigue,R,OP04-002,CA$0.11
Miss.Goldenweek(Marianne),Kingdoms of Intrigue,C,OP04-065,CA$0.13
Miss.Valentine(Mikita),Kingdoms of Intrigue,R,OP04-066,CA$0.18
Yamato (JP),Kingdoms of Intrigue,SR,OP04-112,CA$5.31
Trebol,Kingdoms of Intrigue,R,OP04-030,CA$0.13
Kin'emon,Kingdoms of Intrigue,R,OP04-102,CA$0.10
Nefeltari Cobra,Kingdoms of Intrigue,C,OP04-012,CA$0.08
Ice Oni,Kingdoms of Intrigue,C,OP04-047,CA$0.06
Daddy Masterson,Kingdoms of Intrigue,C,OP04-027,CA$0.08
Ms. All Sunday (Alternate Art),Kingdoms of Intrigue,SR,OP04-064,CA$23.47
Otama,Kingdoms of Intrigue,C,OP04-097,CA$0.13
Monkey.D.Luffy (014),Kingdoms of Intrigue,UC,OP04-014,CA$0.14
Giolla,Kingdoms of Intrigue,C,OP04-025,CA$0.07
Mr.5(Gem),Kingdoms of Intrigue,R,OP04-072,CA$0.10
Ipponmatsu,Kingdoms of Intrigue,C,OP04-042,CA$0.06
Sabo (OP04-083) (Manga),Premium Booster,SR,OP04-083,CA$465.07
Mr.13 & Ms.Friday,Kingdoms of Intrigue,C,OP04-073,CA$0.08
Gum-Gum Red Roc,Kingdoms of Intrigue,R,OP04-056,CA$1.79
"Capone""Gang""Bege (OP04-100) (Full Art)",Premium Booster,R,OP04-100,CA$7.51
Rabiyan,Kingdoms of Intrigue,C,OP04-113,CA$0.11
Bananagator,Kingdoms of Intrigue,C,OP04-062,CA$0.06
Tom,Kingdoms of Intrigue,C,OP04-061,CA$0.10
Crocodile (060) (Alternate Art),Kingdoms of Intrigue,SR,OP04-060,CA$10.11
Ulti,Kingdoms of Intrigue,R,OP04-043,CA$0.14
Gun Modoki,Kingdoms of Intrigue,C,OP04-115,CA$0.07
Pell (Alternate Art),Kingdoms of Intrigue,SR,OP04-013,CA$7.88
Dellinger (Jolly Roger Foil),Premium Booster,C,OP04-029,CA$0.15
Oimo & Kashii,Kingdoms of Intrigue,C,OP04-078,CA$0.10
Ms. All Sunday,Kingdoms of Intrigue,SR,OP04-064,CA$2.98
Pound,Kingdoms of Intrigue,C,OP04-110,CA$0.07
Sanji,Kingdoms of Intrigue,SR,OP04-104,CA$0.45
Plague Rounds,Kingdoms of Intrigue,C,OP04-055,CA$0.07
Spiderweb,Kingdoms of Intrigue,R,OP04-035,CA$0.43
King,Kingdoms of Intrigue,R,OP04-045,CA$0.14
Chaka,Kingdoms of Intrigue,R,OP04-008,CA$0.14
Kyros (Alternate Art),Kingdoms of Intrigue,R,OP04-082,CA$8.84
Chinjao,Kingdoms of Intrigue,C,OP04-086,CA$0.10
"Capone""Gang""Bege (OP04-100) (Reprint)",Premium Booster,R,OP04-100,CA$0.82
Weakness...Is an Unforgivable Sin.,Kingdoms of Intrigue,C,OP04-076,CA$0.10
Rokki,Kingdoms of Intrigue,C,OP04-054,CA$0.06
Yokozuna,Kingdoms of Intrigue,C,OP04-068,CA$0.06
Randolph,Kingdoms of Intrigue,C,OP04-114,CA$0.08
Baby 5 (OP04-032) (Reprint),Premium Booster,UC,OP04-032,CA$0.15
Miss.MerryChristmas(Drophy),Kingdoms of Intrigue,C,OP04-067,CA$0.07
Carmel,Kingdoms of Intrigue,C,OP04-101,CA$0.18
Donquixote Rosinante (SP) (JP),Emperors in the New World,SEC,OP04-119,CA$48.61
Super Spot-Billed Duck Troops,Kingdoms of Intrigue,UC,OP04-009,CA$0.28
Who's.Who,Kingdoms of Intrigue,R,OP04-051,CA$0.17
Franky,Kingdoms of Intrigue,R,OP04-063,CA$0.15
Donquixote Doflamingo,Kingdoms of Intrigue,L,OP04-019,CA$0.18
Olin,Kingdoms of Intrigue,R,OP04-099,CA$0.15
Trueno Bastardo,Kingdoms of Intrigue,R,OP04-094,CA$0.21
Usopp,Kingdoms of Intrigue,UC,OP04-003,CA$0.13
Sugar,Kingdoms of Intrigue,SR,OP04-024,CA$3.21
Nefeltari Vivi,Kingdoms of Intrigue,L,OP04-001,CA$0.17
Donquixote Doflamingo (JP),Kingdoms of Intrigue,SR,OP04-031,CA$4.47
Senor Pink,Kingdoms of Intrigue,R,OP04-026,CA$0.18
Gum-Gum King Kong Gun,Kingdoms of Intrigue,UC,OP04-093,CA$0.47
Diamante (Alternate Art),Kingdoms of Intrigue,R,OP04-028,CA$6.13
Charlotte Bavarois,Kingdoms of Intrigue,C,OP04-106,CA$0.07
Yamato (JP),PRB01 - One Piece Card the Best,SR,OP04-112,CA$4.47
Heavenly Fire,Kingdoms of Intrigue,R,OP04-117,CA$0.11
Kouzuki Hiyori,Kingdoms of Intrigue,UC,OP04-103,CA$0.14
Mr.5(Gem) (Alternate Art),Kingdoms of Intrigue,R,OP04-072,CA$2.88
Kaido,Kingdoms of Intrigue,SR,OP04-044,CA$0.57
Colors Trap,Kingdoms of Intrigue,R,OP04-074,CA$0.20
Donquixote Doflamingo (JP),PRB01 - One Piece Card the Best,SR,OP04-031,CA$4.47
Sanji (Alternate Art),Kingdoms of Intrigue,SR,OP04-104,CA$11.12
Gyats,Kingdoms of Intrigue,UC,OP04-080,CA$0.25
Rebecca,Kingdoms of Intrigue,L,OP04-039,CA$0.22
Koza,Kingdoms of Intrigue,UC,OP04-006,CA$0.07
Yamato (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP04-112,CA$27.66
Kaido (JP),PRB01 - One Piece Card the Best,SR,OP04-044,CA$3.21
"Capone""Gang""Bege",Kingdoms of Intrigue,R,OP04-100,CA$1.48
Who's.Who (Alternate Art),Kingdoms of Intrigue,R,OP04-051,CA$3.88
Mr.2.Bon.Kurei(Bentham),Kingdoms of Intrigue,UC,OP04-069,CA$0.15
Sasaki,Kingdoms of Intrigue,UC,OP04-048,CA$0.15
Suleiman,Kingdoms of Intrigue,UC,OP04-085,CA$0.17
Flapping Thread,Kingdoms of Intrigue,UC,OP04-037,CA$0.14
Hajrudin,Kingdoms of Intrigue,UC,OP04-088,CA$0.15
Eric,Kingdoms of Intrigue,UC,OP04-022,CA$0.06
Issho,Kingdoms of Intrigue,L,OP04-020,CA$0.14
Diable Jambe Joue Shot,Kingdoms of Intrigue,UC,OP04-116,CA$0.08
Queen (046),Kingdoms of Intrigue,UC,OP04-046,CA$0.08
Lao.G,Kingdoms of Intrigue,UC,OP04-034,CA$0.06
Leo,Kingdoms of Intrigue,UC,OP04-091,CA$0.17
Enchanting Vertigo Dance,Kingdoms of Intrigue,UC,OP04-018,CA$0.10
Crocodile,Kingdoms of Intrigue,L,OP04-058,CA$0.18
Bartolomeo (OP04-089) (Jolly Roger Foil),Premium Booster,R,OP04-089,CA$0.50
Mr.4(Babe),Kingdoms of Intrigue,UC,OP04-071,CA$0.07
Jack,Kingdoms of Intrigue,UC,OP04-049,CA$0.07
Dellinger (Reprint),Premium Booster,C,OP04-029,CA$0.06
Baby 5 (OP04-032) (Jolly Roger Foil),Premium Booster,UC,OP04-032,CA$0.47
Toko,Kingdoms of Intrigue,UC,OP04-098,CA$0.08
Machvise,Kingdoms of Intrigue,UC,OP04-033,CA$0.07
Mr.3(Galdino),Kingdoms of Intrigue,UC,OP04-070,CA$0.07
Hera,Kingdoms of Intrigue,UC,OP04-111,CA$0.11
Dragon Twister Demolition Breath,Kingdoms of Intrigue,UC,OP04-057,CA$0.13
Iceburg,Kingdoms of Intrigue,UC,OP04-059,CA$0.10
Bartolomeo (OP04-089) (Reprint),Premium Booster,R,OP04-089,CA$0.28
Charlotte Moscato,Kingdoms of Intrigue,UC,OP04-108,CA$0.10
Trebol (Alternate Art),Kingdoms of Intrigue,R,OP04-030,CA$3.11
Queen,Kingdoms of Intrigue,L,OP04-040,CA$0.17
Nez-Palm Cannon,Kingdoms of Intrigue,UC,OP04-075,CA$0.10
Sanji (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-104,CA$16.48
Page One,Kingdoms of Intrigue,UC,OP04-053,CA$0.11
Yamato (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-112,CA$44.42
Barrier!!,Kingdoms of Intrigue,C,OP04-095,CA$0.28
Donquixote Family (Textured Foil),Premium Booster,C,OP04-036,CA$3.16
Donquixote Family,Kingdoms of Intrigue,C,OP04-036,CA$0.11
Gum-Gum Red Roc (JP),Kingdoms of Intrigue,R,OP04-056,CA$6.98
Sabo (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-083,CA$44.42
Rebecca (Alternate Art) (JP),Kingdoms of Intrigue,L,OP04-039,CA$48.61
Donquixote Doflamingo (Alternate Art) (JP),Kingdoms of Intrigue,L,OP04-019,CA$30.45
Ms. All Sunday (SP) (JP),Wings of the Captain,SR,OP04-064,CA$51.68
Bartolomeo (JP),Kingdoms of Intrigue,R,OP04-089,CA$3.21
Sanji (JP),PRB01 - One Piece Card the Best,SR,OP04-104,CA$3.91
Donquixote Doflamingo (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,SR,OP04-031,CA$19.28
Monkey.D.Luffy (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-090,CA$19.28
Nefeltari Vivi (Alternate Art) (JP),Kingdoms of Intrigue,SEC,OP04-118,CA$16.48
Kaido (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-044,CA$13.70
Barrier!! (Textured Foil),Premium Booster,C,OP04-095,CA$0.73
Charlotte Amande (Premium Card Collection -Best Selection Vol. 1-),One Piece Promotion Cards,R,OP04-105,CA$2.47
Dellinger (Full Art),Premium Booster,C,OP04-029,CA$8.31
Gum-Gum Red Roc (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP04-056,CA$37.43
Donquixote Doflamingo (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-031,CA$17.88
Sabo (JP),Kingdoms of Intrigue,SR,OP04-083,CA$6.70
Baby 5,Kingdoms of Intrigue,UC,OP04-032,CA$0.20
Tony Tony.Chopper (Winner Pack 2024 Oct.-Dec.),One Piece Promotion Cards,C,OP04-010,CA$10.42
Kaido (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP04-044,CA$13.70
Nefeltari Vivi (Alternate Art) (JP),Kingdoms of Intrigue,L,OP04-001,CA$66.76
Bartolomeo (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP04-089,CA$3.91
Gum-Gum Red Roc (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP04-056,CA$3.91
"Capone""Gang""Bege (Pirate Flag Foil) (JP)",PRB01 - One Piece Card the Best,R,OP04-100,CA$3.91
Monkey.D.Luffy (JP),Kingdoms of Intrigue,SR,OP04-090,CA$5.31
"""Capone""""Gang""""Bege"" (JP)",Kingdoms of Intrigue,R,OP04-100,CA$4.19
Gum-Gum Red Roc (JP),PRB01 - One Piece Card the Best,R,OP04-056,CA$3.91
Nefeltari Vivi (JP),Kingdoms of Intrigue,SEC,OP04-118,CA$9.08
Donquixote Rosinante (JP),Kingdoms of Intrigue,SEC,OP04-119,CA$16.76
Bartolomeo (JP),PRB01 - One Piece Card the Best,R,OP04-089,CA$3.21
Donquixote Rosinante (Alternate Art) (JP),Kingdoms of Intrigue,SEC,OP04-119,CA$16.48
Bartolomeo (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP04-089,CA$13.70
Donquixote Family (JP),Kingdoms of Intrigue,C,OP04-036,CA$3.21
"Capone""Gang""Bege (JP)",PRB01 - One Piece Card the Best,R,OP04-100,CA$3.49
Ms. All Sunday (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-064,CA$12.57
Baby 5 (JP),Kingdoms of Intrigue,UC,OP04-032,CA$3.91
Dellinger (JP),Kingdoms of Intrigue,C,OP04-029,CA$3.09
Gum-Gum Red Roc (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP04-056,CA$7.26
Ms. All Sunday (JP),Kingdoms of Intrigue,SR,OP04-064,CA$5.31
Barrier!! (Premium Card Collection -Best Selection Vol. 2-),One Piece Promotion Cards,C,OP04-095,CA$1.55
Crocodile (Alternate Art) (JP),Kingdoms of Intrigue,L,OP04-058,CA$17.88
Barrier!! (JP),Kingdoms of Intrigue,C,OP04-095,CA$3.21
Donquixote Family (JP),PRB01 - One Piece Card the Best,C,OP04-036,CA$3.09
Bartolomeo (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP04-089,CA$6.70
Sugar (SP) (JP),Wings of the Captain,SR,OP04-024,CA$44.70
Sanji (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP04-104,CA$8.10
Crocodile (JP),Kingdoms of Intrigue,SR,OP04-060,CA$4.47
Sugar (JP),Kingdoms of Intrigue,SR,OP04-024,CA$5.87
Dellinger (JP),PRB01 - One Piece Card the Best,C,OP04-029,CA$3.09
Pell (JP),Kingdoms of Intrigue,SR,OP04-013,CA$4.19
Baby 5 (JP),PRB01 - One Piece Card the Best,UC,OP04-032,CA$3.91
Ulti (JP),Kingdoms of Intrigue,R,OP04-043,CA$3.21
Barrier!! (JP),PRB01 - One Piece Card the Best,C,OP04-095,CA$3.09
Tony Tony.Chopper,Kingdoms of Intrigue Pre-Release Cards,C,OP04-010,CA$4.97
Nami (JP),Kingdoms of Intrigue,C,OP04-011,CA$3.49
Donquixote Family (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,C,OP04-036,CA$3.49
Roronoa Zoro (JP),Kingdoms of Intrigue,R,OP04-015,CA$3.21
Tony Tony.Chopper (Tournament Pack 2024 Oct.-Dec.),One Piece Promotion Cards,C,OP04-010,CA$0.49
"Capone""Gang""Bege (Parallel) (JP)",PRB01 - One Piece Card the Best,R,OP04-100,CA$13.70
Charlotte Perospero (JP),Kingdoms of Intrigue,C,OP04-107,CA$3.09
Crocodile (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-060,CA$12.57
Issho (Alternate Art) (JP),Kingdoms of Intrigue,L,OP04-020,CA$16.48
Donquixote Family (Full Art) (JP),PRB01 - One Piece Card the Best,C,OP04-036,CA$5.87
Dellinger (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,C,OP04-029,CA$3.21
"Capone""Gang""Bege (Full Art) (JP)",PRB01 - One Piece Card the Best,R,OP04-100,CA$7.26
Donquixote Doflamingo (JP),Kingdoms of Intrigue,L,OP04-019,CA$3.09
Barrier!! (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,C,OP04-095,CA$3.49
Tony Tony.Chopper (JP),Kingdoms of Intrigue,C,OP04-010,CA$5.03
Rebecca (JP),Kingdoms of Intrigue,R,OP04-092,CA$3.91
Sugar (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-024,CA$10.89
Baby 5 (Full Art) (JP),PRB01 - One Piece Card the Best,UC,OP04-032,CA$6.70
Pell (Alternate Art) (JP),Kingdoms of Intrigue,SR,OP04-013,CA$16.48
Baby 5 (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP04-032,CA$3.91
Rebecca (JP),Kingdoms of Intrigue,L,OP04-039,CA$3.49
Baby 5,Kingdoms of Intrigue Pre-Release Cards,UC,OP04-032,CA$8.25
Nefeltari Vivi (JP),Kingdoms of Intrigue,L,OP04-001,CA$3.09
Donquixote Family,Kingdoms of Intrigue Pre-Release Cards,C,OP04-036,CA$1.34
Kyros (JP),Kingdoms of Intrigue,R,OP04-082,CA$3.91
Bad Manners Kick Course (JP),Kingdoms of Intrigue,R,OP04-016,CA$8.10
Viola (JP),Kingdoms of Intrigue,C,OP04-021,CA$4.47
Igaram (JP),Kingdoms of Intrigue,R,OP04-002,CA$3.21
Franky (JP),Kingdoms of Intrigue,R,OP04-063,CA$3.21
Cavendish (JP),Kingdoms of Intrigue,R,OP04-081,CA$3.49
Kung Fu Jugon (JP),Kingdoms of Intrigue,C,OP04-005,CA$3.09
Diamante (JP),Kingdoms of Intrigue,R,OP04-028,CA$3.21
Barrier!!,Kingdoms of Intrigue Pre-Release Cards,C,OP04-095,CA$1.30
Sanji (JP),Kingdoms of Intrigue,C,OP04-007,CA$3.21
Monkey.D.Luffy (JP),Kingdoms of Intrigue,UC,OP04-014,CA$3.09
Trafalgar Law (JP),Kingdoms of Intrigue,C,OP04-087,CA$3.21
Queen (Alternate Art) (JP),Kingdoms of Intrigue,L,OP04-040,CA$13.13
Stussy (JP),Kingdoms of Intrigue,C,OP04-084,CA$3.09
Olin (JP),Kingdoms of Intrigue,R,OP04-099,CA$3.21
Diamante (Alternate Art) (JP),Kingdoms of Intrigue,R,OP04-028,CA$13.70
Nami,Kingdoms of Intrigue Pre-Release Cards,C,OP04-011,CA$5.39
Charlotte Amande (JP),Kingdoms of Intrigue,R,OP04-105,CA$3.21
King (JP),Kingdoms of Intrigue,R,OP04-045,CA$3.21
Kin'emon (JP),Kingdoms of Intrigue,R,OP04-102,CA$3.21
Dellinger (Full Art) (JP),PRB01 - One Piece Card the Best,C,OP04-029,CA$7.26
Karoo (JP),Kingdoms of Intrigue,C,OP04-004,CA$3.09
Issho (JP),Kingdoms of Intrigue,L,OP04-020,CA$3.09
Black Maria (JP),Kingdoms of Intrigue,C,OP04-052,CA$3.09
Trebol (JP),Kingdoms of Intrigue,R,OP04-030,CA$3.21
Spiderweb (JP),Kingdoms of Intrigue,R,OP04-035,CA$3.91
Who's.Who (Alternate Art) (JP),Kingdoms of Intrigue,R,OP04-051,CA$12.57
Corrida Coliseum (JP),Kingdoms of Intrigue,C,OP04-096,CA$3.91
Kuro (JP),Kingdoms of Intrigue,C,OP04-023,CA$3.21
Happiness Punch,Kingdoms of Intrigue Pre-Release Cards,C,OP04-017,CA$3.10
Senor Pink (JP),Kingdoms of Intrigue,R,OP04-026,CA$3.21
Happiness Punch (JP),Kingdoms of Intrigue,C,OP04-017,CA$3.09
Monkey.D.Luffy,Kingdoms of Intrigue Pre-Release Cards,UC,OP04-014,CA$19.95
Queen (JP),Kingdoms of Intrigue,L,OP04-040,CA$3.49
Who's.Who (JP),Kingdoms of Intrigue,R,OP04-051,CA$3.21
Gun Modoki (JP),Kingdoms of Intrigue,C,OP04-115,CA$3.09
Trebol (Alternate Art) (JP),Kingdoms of Intrigue,R,OP04-030,CA$8.10
Nefeltari Cobra (JP),Kingdoms of Intrigue,C,OP04-012,CA$3.09
Ideo (JP),Kingdoms of Intrigue,C,OP04-077,CA$4.47
Daddy Masterson (JP),Kingdoms of Intrigue,C,OP04-027,CA$3.09
The Weak Do Not Have the Right to Choose How They Die!!! (JP),Kingdoms of Intrigue,C,OP04-038,CA$3.09
Otama (JP),Kingdoms of Intrigue,C,OP04-097,CA$3.49
Tonoyasu (JP),Kingdoms of Intrigue,C,OP04-109,CA$3.09
Crocodile (JP),Kingdoms of Intrigue,L,OP04-058,CA$3.49
Mr.13 & Ms.Friday (JP),Kingdoms of Intrigue,C,OP04-073,CA$3.09
Heavenly Fire (JP),Kingdoms of Intrigue,R,OP04-117,CA$3.21
Bananagator (JP),Kingdoms of Intrigue,C,OP04-062,CA$3.09
Trueno Bastardo (JP),Kingdoms of Intrigue,R,OP04-094,CA$3.21
Giolla (JP),Kingdoms of Intrigue,C,OP04-025,CA$3.09
Apis (JP),Kingdoms of Intrigue,C,OP04-041,CA$3.91
Usopp,Kingdoms of Intrigue Pre-Release Cards,UC,OP04-003,CA$3.70
Rokki (JP),Kingdoms of Intrigue,C,OP04-054,CA$3.09
Chaka (JP),Kingdoms of Intrigue,R,OP04-008,CA$3.21
Usopp (JP),Kingdoms of Intrigue,UC,OP04-003,CA$3.09
Orlumbus,Kingdoms of Intrigue Pre-Release Cards,C,OP04-079,CA$5.61
Ice Oni (JP),Kingdoms of Intrigue,C,OP04-047,CA$3.09
Chinjao (JP),Kingdoms of Intrigue,C,OP04-086,CA$3.09
Pound (JP),Kingdoms of Intrigue,C,OP04-110,CA$3.21
Kyros (Alternate Art) (JP),Kingdoms of Intrigue,R,OP04-082,CA$13.70
Sabo (Manga) (JP),PRB01 - One Piece Card the Best,SR,OP04-083,CA$0.00
Trafalgar Law,Kingdoms of Intrigue Pre-Release Cards,C,OP04-087,CA$1.58
Randolph (JP),Kingdoms of Intrigue,C,OP04-114,CA$3.09
Dragon Twister Demolition Breath,Kingdoms of Intrigue Pre-Release Cards,UC,OP04-057,CA$2.12
Viola,Kingdoms of Intrigue Pre-Release Cards,C,OP04-021,CA$8.42
Rabiyan (JP),Kingdoms of Intrigue,C,OP04-113,CA$3.09
Weakness...Is an Unforgivable Sin. (JP),Kingdoms of Intrigue,C,OP04-076,CA$3.09
Yokozuna (JP),Kingdoms of Intrigue,C,OP04-068,CA$3.09
Tom (JP),Kingdoms of Intrigue,C,OP04-061,CA$3.09
Ipponmatsu (JP),Kingdoms of Intrigue,C,OP04-042,CA$3.49
Charlotte Perospero,Kingdoms of Intrigue Pre-Release Cards,C,OP04-107,CA$2.63
Plague Rounds (JP),Kingdoms of Intrigue,C,OP04-055,CA$3.49
Carmel (JP),Kingdoms of Intrigue,C,OP04-101,CA$3.09
Hanger (JP),Kingdoms of Intrigue,C,OP04-050,CA$3.49
Oimo & Kashii (JP),Kingdoms of Intrigue,C,OP04-078,CA$3.21
