Name,Category,Rarity,SKU ID,Price
Komachiyo,Romance Dawn,C,OP01-010,CA$0.08
"Eustass""Captain""Kid (Parallel)",Romance Dawn,SR,OP01-051,CA$82.07
Caribou,Romance Dawn,C,OP01-007,CA$0.06
Shanks (OP01-120) (Reprint),Premium Booster,SEC,OP01-120,CA$0.78
Nami (Parallel) (JP),Romance Dawn,R,OP01-016,CA$142.19
Tony Tony.Chopper,Romance Dawn,UC,OP01-015,CA$0.75
Sai,Romance Dawn,C,OP01-012,CA$0.07
Ulti,Romance Dawn,R,OP01-093,CA$0.34
X.Drake (114),Romance Dawn,R,OP01-114,CA$0.52
Bartolomeo,Romance Dawn,C,OP01-019,CA$0.13
Ms. All Sunday,Romance Dawn,R,OP01-079,CA$0.56
Sanji (Parallel),Romance Dawn,R,OP01-013,CA$59.98
Perona (Box Topper),Romance Dawn,UC,OP01-077,CA$22.64
Gecko Moria,Romance Dawn,R,OP01-068,CA$0.36
Punk Gibson,Romance Dawn,R,OP01-058,CA$0.87
Yamato (OP01-121) (Reprint),Premium Booster,SEC,OP01-121,CA$2.42
Pacifista,Romance Dawn,C,OP01-075,CA$0.27
Thunder Bagua,Romance Dawn,R,OP01-119,CA$2.60
Nami,Romance Dawn,R,OP01-016,CA$6.27
Boa Hancock (JP),Romance Dawn,SR,OP01-078,CA$5.31
Kouzuki Momonosuke (Alternate Art),Premium Booster,R,OP01-041,CA$22.74
Trafalgar Law (Parallel) (JP),Romance Dawn,SR,OP01-047,CA$6.98
Crocodile (067) (Parallel),Romance Dawn,SR,OP01-067,CA$10.57
Kanjuro,Romance Dawn,C,OP01-038,CA$0.06
Hajrudin,Romance Dawn,C,OP01-018,CA$0.06
Round Table,Romance Dawn,C,OP01-027,CA$0.20
Otama (Jolly Roger Foil),Premium Booster,UC,OP01-006,CA$2.71
Kin'emon (Parallel),Romance Dawn,SR,OP01-040,CA$13.37
Wire,Romance Dawn,C,OP01-053,CA$0.06
Smiley,Romance Dawn,C,OP01-072,CA$0.15
Miss Doublefinger(Zala),Romance Dawn,C,OP01-080,CA$0.17
Black Maria,Romance Dawn,R,OP01-111,CA$0.29
Yamato (SP) (JP),Awakening of the New Era,SEC,OP01-121,CA$86.32
Sanji,Romance Dawn,R,OP01-013,CA$3.81
Radical Beam!! (Jolly Roger Foil),Premium Booster,UC,OP01-029,CA$1.10
Kawamatsu,Romance Dawn,C,OP01-037,CA$0.07
Nekomamushi,Romance Dawn,C,OP01-048,CA$0.10
Okiku,Romance Dawn,R,OP01-035,CA$0.32
Inuarashi,Romance Dawn,C,OP01-034,CA$0.11
Bartholomew Kuma,Romance Dawn,R,OP01-074,CA$0.27
Monet,Romance Dawn,C,OP01-082,CA$0.15
Sanji - OP01-013 (Alternate Art),One Piece Promotion Cards,PR,OP01-013,CA$19.30
Hyogoro,Romance Dawn,C,OP01-020,CA$0.11
Gum-Gum Fire-Fist Pistol Red Hawk,Romance Dawn,R,OP01-026,CA$6.31
Monkey.D.Luffy (003),Romance Dawn,L,OP01-003,CA$0.41
Otama (Full Art),Premium Booster,UC,OP01-006,CA$41.29
Speed,Romance Dawn,C,OP01-104,CA$0.08
Scratchmen Apoo,Romance Dawn,C,OP01-103,CA$0.10
Yamato (Treasure Cup),One Piece Promotion Cards,SEC,OP01-121,CA$784.42
Shanks (Parallel) (Manga Alternate Art) (JP),Romance Dawn,SCR,OP01-120,"CA$1,676.09"
Krieg,Romance Dawn,C,OP01-066,CA$0.08
Roronoa Zoro (English Version 1st Anniversary Set),One Piece Promotion Cards,SR,OP01-025,CA$66.92
Dracule Mihawk,Romance Dawn,SR,OP01-070,CA$1.10
Jinbe (071),Romance Dawn,R,OP01-071,CA$0.28
Officer Agents,Romance Dawn,C,OP01-087,CA$0.06
Green Star Rafflesia,Romance Dawn,C,OP01-028,CA$0.13
Sheep's Horn,Romance Dawn,C,OP01-117,CA$0.14
King (096) (Parallel),Romance Dawn,SR,OP01-096,CA$9.47
Jean Bart,Romance Dawn,C,OP01-045,CA$0.06
Shinobu,Romance Dawn,C,OP01-043,CA$0.07
Penguin,Romance Dawn,C,OP01-050,CA$0.10
Donquixote Doflamingo (073) (Parallel),Romance Dawn,R,OP01-073,CA$37.53
Vergo,Romance Dawn,C,OP01-065,CA$0.08
Mocha,Romance Dawn,C,OP01-081,CA$0.06
Bao Huang,Romance Dawn,C,OP01-105,CA$0.07
Urashima,Romance Dawn,C,OP01-092,CA$0.08
Holedem,Romance Dawn,C,OP01-113,CA$0.06
Crescent Cutlass,Romance Dawn,C,OP01-089,CA$0.08
Bepo,Romance Dawn,R,OP01-049,CA$0.35
Crocodile (062) (Parallel),Romance Dawn,L,OP01-062,CA$119.32
Fukurokuju,Romance Dawn,C,OP01-110,CA$0.08
Shachi,Romance Dawn,C,OP01-044,CA$0.06
Kouzuki Momonosuke (Jolly Roger Foil),Premium Booster,R,OP01-041,CA$0.28
BE-BENG!!,Romance Dawn,C,OP01-059,CA$0.08
Brook,Romance Dawn,UC,OP01-022,CA$0.39
Monkey D. Luffy (JP),Romance Dawn,L,OP01-003,CA$142.19
Bellamy,Romance Dawn,C,OP01-076,CA$0.06
Kurozumi Higurashi,Romance Dawn,C,OP01-100,CA$0.17
Boa Hancock,Romance Dawn,SR,OP01-078,CA$0.68
Monkey D. Luffy (JP),Romance Dawn,SR,OP01-024,CA$20.67
Elephant's Marchoo,Romance Dawn,C,OP01-115,CA$0.07
Nami (SP) (JP),Awakening of the New Era,R,OP01-016,CA$204.54
Babanuki,Romance Dawn,C,OP01-107,CA$0.06
Roronoa Zoro (JP),Romance Dawn,SR,OP01-025,CA$44.42
Queen,Romance Dawn,R,OP01-097,CA$0.21
Monkey.D.Luffy (JP),PRB01 - One Piece Card the Best,SR,OP01-024,CA$4.47
Trafalgar Law (047) (Parallel),Romance Dawn,SR,OP01-047,CA$62.10
Otsuru,Romance Dawn,C,OP01-036,CA$0.08
Alvida (Box Topper),Romance Dawn,C,OP01-064,CA$3.34
Gordon,Romance Dawn,UC,OP01-011,CA$0.15
Shanks (Parallel) (JP),Romance Dawn,SCR,OP01-120,CA$23.47
In Two Years!! At the Sabaody Archipelago!!,Romance Dawn,UC,OP01-030,CA$0.36
Radical Beam!! (Premium Card Collection -Best Selection Vol. 1-),One Piece Promotion Cards,UC,OP01-029,CA$20.52
Caesar Clown,Romance Dawn,R,OP01-069,CA$0.46
Otama,Romance Dawn,UC,OP01-006,CA$2.14
Denjiro,Romance Dawn,R,OP01-046,CA$0.47
Izo (OP01-033) (Jolly Roger Foil),Premium Booster,UC,OP01-033,CA$0.35
Basil Hawkins,Romance Dawn,UC,OP01-106,CA$0.60
Franky,Romance Dawn,UC,OP01-021,CA$0.17
Kurozumi Semimaru,Romance Dawn,C,OP01-099,CA$0.08
Page One,Romance Dawn,R,OP01-112,CA$0.25
Kaido (061) (Parallel),Romance Dawn,L,OP01-061,CA$94.36
Jack,Romance Dawn,R,OP01-102,CA$0.18
Jinbe (014),Romance Dawn,UC,OP01-014,CA$0.14
Jack (Parallel),Romance Dawn,R,OP01-102,CA$10.88
Dracule Mihawk (Parallel),Romance Dawn,SR,OP01-070,CA$34.96
Shanks (Parallel),Romance Dawn,SEC,OP01-120,CA$18.84
Donquixote Doflamingo (060),Romance Dawn,L,OP01-060,CA$0.49
Trafalgar Law (Parallel) (JP),Romance Dawn,L,OP01-002,CA$170.26
Radical Beam!! (Textured Foil),Premium Booster,UC,OP01-029,CA$4.75
Paradise Waterfall,Romance Dawn,UC,OP01-057,CA$0.31
Hitokiri Kamazo,Romance Dawn,UC,OP01-108,CA$0.21
Raizo (Reprint),Premium Booster,UC,OP01-052,CA$0.10
Arlong,Romance Dawn,UC,OP01-063,CA$0.11
Demon Face,Romance Dawn,UC,OP01-056,CA$0.11
Nami - OP01-016 (Ultra Deck: The Three Captains),One Piece Promotion Cards,R,OP01-016,CA$6.29
Yamato (Parallel) (JP),PRB01 - One Piece Card the Best,SEC,OP01-121,CA$13.70
Cavendish (Box Topper),Romance Dawn,C,OP01-008,CA$1.16
Brook - OP01-022 (Alternate Art),One Piece Promotion Cards,PR,OP01-022,CA$11.24
Ulti-Mortar,Romance Dawn,UC,OP01-118,CA$0.20
Mr.2.Bon.Kurei (Bentham),Romance Dawn,UC,OP01-084,CA$0.14
Ashura Doji,Romance Dawn,UC,OP01-032,CA$0.13
Baroque Works,Romance Dawn,UC,OP01-090,CA$0.15
Izo,Romance Dawn,UC,OP01-033,CA$0.34
Sasaki,Romance Dawn,UC,OP01-101,CA$0.31
Queen (Parallel),Romance Dawn,R,OP01-097,CA$8.00
Boa Hancock (JP),PRB01 - One Piece Card the Best,SR,OP01-078,CA$3.21
Who's.Who,Romance Dawn,UC,OP01-109,CA$0.07
Kouzuki Momonosuke,Romance Dawn,R,OP01-041,CA$0.35
Donquixote Doflamingo (OP01-060),Starter Deck 17: BLUE Donquixote Doflamingo,L,OP01-060,CA$0.53
Komurasaki,Romance Dawn,UC,OP01-042,CA$0.14
Artificial Devil Fruit SMILE,Romance Dawn,UC,OP01-116,CA$0.10
Mr.1 (Daz.Bonez),Romance Dawn,UC,OP01-083,CA$0.08
Mr.3 (Galdino),Romance Dawn,UC,OP01-085,CA$0.08
Uta (Gift Collection 2023),One Piece Promotion Cards,R,OP01-005,CA$5.38
Kurozumi Orochi,Romance Dawn,UC,OP01-098,CA$0.15
Kyoshirou,Romance Dawn,UC,OP01-095,CA$0.08
Roronoa Zoro - OP01-025 (Ultra Deck: The Three Captains),One Piece Promotion Cards,SR,OP01-025,CA$4.89
Donquixote Doflamingo (Parallel) (JP),Romance Dawn,L,OP01-060,CA$58.38
Kaido (061),Romance Dawn,L,OP01-061,CA$0.36
Nico Robin (Store Championship Participation Pack),One Piece Promotion Cards,PR,OP01-017,CA$31.51
"""Eustass""""Captain""""Kid"" (JP)",Romance Dawn,SR,OP01-051,CA$5.03
Dracule Mihawk (JP),PRB01 - One Piece Card the Best,SR,OP01-070,CA$3.49
Inuarashi (Box Topper),Romance Dawn,C,OP01-034,CA$3.07
Kouzuki Oden,Romance Dawn,L,OP01-031,CA$0.27
Nekomamushi (Box Topper),Romance Dawn,C,OP01-048,CA$1.26
"Eustass""Captain""Kid (JP)",PRB01 - One Piece Card the Best,SR,OP01-051,CA$5.31
Nico Robin (English Version 1st Anniversary Set),One Piece Promotion Cards,R,OP01-017,CA$38.76
Crocodile (062),Romance Dawn,L,OP01-062,CA$0.41
Franky (Gift Collection 2023),One Piece Promotion Cards,UC,OP01-021,CA$3.51
Trafalgar Law (JP),PRB01 - One Piece Card the Best,SR,OP01-047,CA$3.49
Raizo (Full Art),Premium Booster,UC,OP01-052,CA$2.57
Otama (Japanese 1st Anniversary Set),One Piece Promotion Cards,UC,OP01-006,CA$70.93
Donquixote Doflamingo (OP01-073),Starter Deck 17: BLUE Donquixote Doflamingo,R,OP01-073,CA$0.22
Raizo (Jolly Roger Foil),Premium Booster,UC,OP01-052,CA$0.17
Dracule Mihawk (Parallel) (JP),Romance Dawn,SR,OP01-070,CA$19.28
Overheat,Starter Deck 17: BLUE Donquixote Doflamingo,R,OP01-086,CA$2.77
King (091),Romance Dawn,L,OP01-091,CA$0.32
Monkey.D.Luffy (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,SR,OP01-024,CA$12.31
Shanks (Parallel) (JP),PRB01 - One Piece Card the Best,SEC,OP01-120,CA$10.48
Shanks (Manga) (JP),PRB01 - One Piece Card the Best,SEC,OP01-120,CA$0.00
Trafalgar Law (SP) (JP),Kingdoms of Intrigue,SR,OP01-047,CA$86.32
Donquixote Doflamingo (073),Romance Dawn,R,OP01-073,CA$0.64
Kouzuki Momonosuke (Full Art),Premium Booster,R,OP01-041,CA$3.86
Who's.Who (Box Topper),Romance Dawn,UC,OP01-109,CA$1.13
Kaido (094),Romance Dawn,SR,OP01-094,CA$1.05
Boa Hancock (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP01-078,CA$15.08
Roronoa Zoro (Parallel) (JP),Romance Dawn,SR,OP01-025,CA$5.87
Kouzuki Momonosuke (JP),Romance Dawn,R,OP01-041,CA$4.47
Otama (Parallel) (JP),PRB01 - One Piece Card the Best,UC,OP01-006,CA$27.66
Otama (JP),Romance Dawn,UC,OP01-006,CA$4.47
Nico Robin (Premium Card Collection -ONE PIECE FILM RED Edition-),One Piece Promotion Cards,R,OP01-017,CA$6.82
Donquixote Doflamingo (SP) (JP),500 Years In The Future,R,OP01-073,CA$38.83
Sanji (English Version 1st Anniversary Set),One Piece Promotion Cards,R,OP01-013,CA$41.44
Sanji (Parallel) (JP),Romance Dawn,R,OP01-013,CA$27.66
Izo (OP01-033) (Full Art),Premium Booster,UC,OP01-033,CA$3.20
Uta (Premium Card Collection -ONE PIECE FILM RED Edition-),One Piece Promotion Cards,R,OP01-005,CA$4.41
Trafalgar Law (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP01-047,CA$13.70
Kouzuki Momonosuke (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,R,OP01-041,CA$3.91
Kouzuki Momonosuke (Tournament Pack Vol. 7),One Piece Promotion Cards,R,OP01-041,CA$0.45
Otama (JP),PRB01 - One Piece Card the Best,UC,OP01-006,CA$3.91
X.Drake (CS 2023 Top Players Pack) [Finalist],One Piece Promotion Cards,R,OP01-114,"CA$2,095.05"
Perona (Box Topper) (JP),Romance Dawn,UC,OP01-077,CA$9.78
Paradise Waterfall (Premium Card Collection -Best Selection Vol. 1-),One Piece Promotion Cards,UC,OP01-057,CA$4.06
Trafalgar Law (JP),Romance Dawn,SR,OP01-047,CA$23.47
Izo (Tournament Pack Vol. 2),One Piece Promotion Cards,PR,OP01-033,CA$1.49
Radical Beam!! (JP),Romance Dawn,UC,OP01-029,CA$4.47
Uta - OP01-005 (Premium Card Collection -Uta-),One Piece Promotion Cards,R,OP01-005,CA$11.17
Raizo (JP),Romance Dawn,UC,OP01-052,CA$3.09
Kaido (Parallel) (JP),Romance Dawn,L,OP01-061,CA$30.45
Kouzuki Momonosuke (Winner Pack Vol. 7),One Piece Promotion Cards,R,OP01-041,CA$3.79
Kaido (Treasure Cup),One Piece Promotion Cards,SR,OP01-094,"CA$2,585.27"
Dracule Mihawk (Treasure Cup 2024),One Piece Promotion Cards,SR,OP01-070,"CA$2,919.19"
Usopp (English Version 1st Anniversary Set),One Piece Promotion Cards,R,OP01-004,CA$11.08
Otama (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP01-006,CA$5.87
Kouzuki Momonosuke (JP),PRB01 - One Piece Card the Best,R,OP01-041,CA$3.91
Izo (JP),Romance Dawn,UC,OP01-033,CA$3.91
Ulti (Parallel) (JP),Romance Dawn,R,OP01-093,CA$9.50
Kaido (JP),Romance Dawn,SR,OP01-094,CA$3.91
Donquixote Doflamingo (Parallel) (JP),Romance Dawn,R,OP01-073,CA$15.08
"""Eustass""""Captain""""Kid (Wanted Poster)"" (JP)",Pillars of Strength,SR,OP01-051,CA$58.38
Nekomamushi (Box Topper) (JP),Romance Dawn,C,OP01-048,CA$5.87
Nami (JP),Romance Dawn,R,OP01-016,CA$4.47
Okiku (SP) (JP),500 Years In The Future,R,OP01-035,CA$23.47
King (JP),Romance Dawn,SR,OP01-096,CA$5.31
Roronoa Zoro (JP),Romance Dawn,L,OP01-001,CA$3.49
Kaido (Parallel) (JP),Romance Dawn,SR,OP01-094,CA$12.57
Crocodile (Parallel) (JP),Romance Dawn,L,OP01-062,CA$41.62
Uta (JP),Romance Dawn,R,OP01-005,CA$3.91
Crocodile (Parallel) (JP),Romance Dawn,SR,OP01-067,CA$8.10
X.Drake (Premium Card Collection -Best Selection Vol. 2-),One Piece Promotion Cards,R,OP01-114,CA$1.49
Dracule Mihawk (Parallel) (JP),PRB01 - One Piece Card the Best,SR,OP01-070,CA$13.70
Inuarashi (Box Topper) (JP),Romance Dawn,C,OP01-034,CA$4.47
King (Parallel) (JP),Romance Dawn,SR,OP01-096,CA$13.70
Kin'emon (Parallel) (JP),Romance Dawn,SR,OP01-040,CA$13.70
"Eustass""Captain""Kid (Parallel) (JP)",PRB01 - One Piece Card the Best,SR,OP01-051,CA$16.48
King (Parallel) (JP),Romance Dawn,L,OP01-091,CA$19.28
Okiku (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),One Piece Promotion Cards,R,OP01-035,CA$3.63
Jinbe (Premium Card Collection -ONE PIECE FILM RED Edition-),One Piece Promotion Cards,UC,OP01-014,CA$2.10
Franky (Premium Card Collection -ONE PIECE FILM RED Edition-),One Piece Promotion Cards,UC,OP01-021,CA$2.30
Otama (Full Art) (JP),PRB01 - One Piece Card the Best,UC,OP01-006,CA$12.43
Monkey D. Luffy (JP),Romance Dawn,L,OP01-003,CA$3.49
Raizo (JP),PRB01 - One Piece Card the Best,UC,OP01-052,CA$3.09
Izo (Parallel) (JP),PRB01 - One Piece Card the Best,UC,OP01-033,CA$24.86
Radical Beam!! (JP),PRB01 - One Piece Card the Best,UC,OP01-029,CA$3.91
Izo (JP),PRB01 - One Piece Card the Best,UC,OP01-033,CA$3.91
Izo (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),One Piece Promotion Cards,UC,OP01-033,CA$6.72
Alvida (Box Topper) (JP),Romance Dawn,C,OP01-064,CA$5.59
Kouzuki Oden (Parallel) (JP),Romance Dawn,L,OP01-031,CA$20.67
Sanji (JP),Romance Dawn,R,OP01-013,CA$5.87
Franky (Tournament Pack Vol. 2) [Winner],One Piece Promotion Cards,PR,OP01-021,CA$6.22
Izo (Tournament Pack Vol. 2) [Winner],One Piece Promotion Cards,PR,OP01-033,CA$6.17
Who's.Who (Box Topper) (JP),Romance Dawn,UC,OP01-109,CA$4.47
Donquixote Doflamingo (JP),Romance Dawn,R,OP01-073,CA$4.47
Donquixote Doflamingo (JP),Romance Dawn,L,OP01-060,CA$3.09
Kin'emon (JP),Romance Dawn,SR,OP01-040,CA$4.47
Usopp - OP01-004 (Treasure Cup),One Piece Promotion Cards,PR,OP01-004,CA$532.14
Jack (Parallel) (JP),Romance Dawn,R,OP01-102,CA$10.89
Izo (CS 2023 Celebration Pack),One Piece Promotion Cards,UC,OP01-033,CA$8.58
Kaido (JP),Romance Dawn,L,OP01-061,CA$3.09
Kouzuki Momonosuke (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP01-041,CA$9.50
"""Eustass""""Captain""""Kid (Parallel)"" (JP)",Romance Dawn,SR,OP01-051,CA$38.83
X.Drake (JP),Romance Dawn,R,OP01-054,CA$6.98
Perona (JP),Romance Dawn,UC,OP01-077,CA$4.47
Crocodile (JP),Romance Dawn,SR,OP01-067,CA$3.91
Cavendish (Box Topper) (JP),Romance Dawn,C,OP01-008,CA$5.87
Queen (Parallel) (JP),Romance Dawn,R,OP01-097,CA$13.70
Komachiyo (JP),Romance Dawn,C,OP01-010,CA$3.09
Otama (Online Regional 2023) [Winner],One Piece Promotion Cards,PR,OP01-006,"CA$1,396.74"
Alvida (JP),Romance Dawn,C,OP01-064,CA$3.09
Radical Beam!! (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP01-029,CA$3.91
Cavendish (JP),Romance Dawn,C,OP01-008,CA$3.21
Raizo (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP01-052,CA$3.21
Carrot (JP),Romance Dawn,C,OP01-009,CA$3.91
Nekomamushi (JP),Romance Dawn,C,OP01-048,CA$3.09
Who's.Who (JP),Romance Dawn,UC,OP01-109,CA$3.09
Otama (Offline Regional 2023) [Finalist],One Piece Promotion Cards,PR,OP01-006,CA$114.13
Kouzuki Momonosuke (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP01-041,CA$5.03
Perona (Judge Pack Vol. 2),One Piece Promotion Cards,PR,OP01-077,CA$10.75
Kouzuki Oden (JP),Romance Dawn,L,OP01-031,CA$3.09
Ulti-Mortar (JP),Romance Dawn,UC,OP01-118,CA$3.91
Trafalgar Law (JP),Romance Dawn,L,OP01-002,CA$3.49
Mr.2.Bon.Kurei (Bentham) (JP),Romance Dawn,UC,OP01-084,CA$3.49
Ms. All Sunday (Promotion Pack 2023),One Piece Promotion Cards,PR,OP01-079,CA$3.98
Demon Face (JP),Romance Dawn,UC,OP01-056,CA$3.09
Nico Robin (JP),Romance Dawn,R,OP01-017,CA$3.49
Ulti (JP),Romance Dawn,R,OP01-093,CA$3.91
King (JP),Romance Dawn,L,OP01-091,CA$3.91
Scratchmen Apoo (JP),Romance Dawn,C,OP01-103,CA$3.09
Crocodile (JP),Romance Dawn,L,OP01-062,CA$3.09
Baroque Works (JP),Romance Dawn,UC,OP01-090,CA$3.09
Hitokiri Kamazo (JP),Romance Dawn,UC,OP01-108,CA$3.09
Ms. All Sunday (JP),Romance Dawn,R,OP01-079,CA$3.91
Komurasaki (JP),Romance Dawn,UC,OP01-042,CA$3.09
X.Drake (JP),Romance Dawn,R,OP01-114,CA$4.47
Nami (JP),Ultra Deck - The Three Captains,R,OP01-016,CA$4.19
Round Table (JP),Romance Dawn,C,OP01-027,CA$5.03
Usopp (JP),Romance Dawn,R,OP01-004,CA$3.21
Caribou (JP),Romance Dawn,C,OP01-007,CA$3.09
Sasaki (JP),Romance Dawn,UC,OP01-101,CA$3.09
Kurozumi Orochi (JP),Romance Dawn,UC,OP01-098,CA$3.09
Gum-Gum Fire-Fist Pistol Red Hawk (JP),Romance Dawn,R,OP01-026,CA$5.31
Kyoshirou (JP),Romance Dawn,UC,OP01-095,CA$3.09
Inuarashi (JP),Romance Dawn,C,OP01-034,CA$3.09
Bepo (JP),Romance Dawn,R,OP01-049,CA$3.21
Killer (CS 2023 Top Players Pack) [Finalist],One Piece Promotion Cards,UC,OP01-039,CA$977.70
